,날짜,국가,시군구,읍면동,거주인구,근무인구,방문자수
0,20180723,베트남,제주시,우도면,116,0,1104
1,20180723,러시아,제주시,외도동,0,0,4
2,20180723,네팔,제주시,외도동,0,0,16
3,20180723,기타,제주시,외도동,0,0,6
4,20180723,중국,제주시,외도동,1376,23,1120
5,20180723,베트남,제주시,노형동,8195,1593,1593
6,20180723,우즈베키스탄,제주시,노형동,468,0,31
7,20180723,미국,제주시,노형동,1909,158,325
8,20180723,러시아,제주시,노형동,0,0,57
9,20180723,파키스탄,제주시,노형동,0,0,4
10,20180723,네팔,제주시,노형동,1944,349,1535
11,20180723,프랑스,제주시,노형동,108,0,0
12,20180723,기타,제주시,노형동,642,166,118
13,20180723,중국,제주시,노형동,30855,2042,8924
14,20180723,우즈베키스탄,제주시,연동,170,0,82
15,20180723,미국,제주시,연동,623,323,411
16,20180723,러시아,제주시,연동,612,145,127
17,20180723,프랑스,제주시,연동,0,0,18
18,20180723,중국,제주시,연동,47446,8107,12781
19,20180723,태국,제주시,아라동,127,0,0
20,20180723,뉴질랜드,제주시,아라동,0,0,8
21,20180723,미얀마,제주시,아라동,313,33,0
22,20180723,미국,제주시,외도동,86,26,33
23,20180723,스리랑카,제주시,아라동,717,79,81
24,20180723,우즈베키스탄,제주시,외도동,0,0,56
25,20180723,카자흐스탄,제주시,이호동,0,0,21
26,20180723,인도네시아,서귀포시,성산읍,824,106,1820
27,20180723,캐나다,서귀포시,성산읍,92,52,8
28,20180723,오스트레일리아,서귀포시,성산읍,0,0,5
29,20180723,베트남,서귀포시,남원읍,784,209,712
30,20180723,미국,서귀포시,남원읍,73,0,196
31,20180723,우크라이나,서귀포시,남원읍,0,0,7
32,20180723,러시아,서귀포시,남원읍,0,0,39
33,20180723,네팔,서귀포시,남원읍,1049,334,665
34,20180723,프랑스,서귀포시,남원읍,0,0,69
35,20180723,기타,서귀포시,남원읍,0,0,28
36,20180723,중국,서귀포시,남원읍,1859,0,989
37,20180723,베트남,서귀포시,대정읍,2026,124,460
