,날짜,읍면동,관광기후지수,평균기온,일강수량,최대풍속,월,요일,총방문자수,연도
0,2018-01-01,건입동,33.81,0.8,0.0,2.6,1,0,176759,2018
1,2018-01-02,건입동,57.3,1.0,0.0,1.5,1,1,154567,2018
2,2018-01-03,건입동,48.52,0.0,0.0,3.4,1,2,132826,2018
3,2018-01-04,건입동,29.42,-1.1,1.0,2.1,1,3,157389,2018
4,2018-01-05,건입동,21.54,-0.4,4.5,3.2,1,4,152996,2018
5,2018-01-06,건입동,51.35,0.5,0.0,3.0,1,5,156737,2018
6,2018-01-07,건입동,28.78,4.5,5.0,2.4,1,6,141539,2018
7,2018-01-08,건입동,28.84,4.5,7.5,3.8,1,0,142948,2018
8,2018-01-09,건입동,27.9,-1.2,2.0,6.0,1,1,140440,2018
9,2018-01-10,건입동,16.86,-3.2,8.5,6.5,1,2,143972,2018
10,2018-01-11,건입동,11.1,-5.5,13.5,4.8,1,3,131954,2018
11,2018-01-12,건입동,15.84,-4.9,6.5,3.7,1,4,131148,2018
12,2018-01-13,건입동,48.52,-1.5,0.5,2.2,1,5,148010,2018
13,2018-01-14,건입동,57.3,2.2,0.0,1.9,1,6,158951,2018
14,2018-01-15,건입동,61.46,5.2,0.0,1.9,1,0,153429,2018
15,2018-01-16,건입동,34.05,8.9,25.0,1.6,1,1,145971,2018
16,2018-01-17,건입동,30.38,4.4,7.0,2.4,1,2,162111,2018
17,2018-01-18,건입동,54.22,3.3,0.0,2.3,1,3,144290,2018
18,2018-01-19,건입동,60.17,1.6,0.0,1.9,1,4,159386,2018
19,2018-01-20,건입동,57.3,0.6,0.0,1.8,1,5,175326,2018
20,2018-01-21,건입동,55.76,2.9,0.0,1.5,1,6,177072,2018
21,2018-01-22,건입동,27.24,3.2,4.0,2.6,1,0,152117,2018
22,2018-01-23,건입동,45.44,-3.3,3.0,4.7,1,1,135771,2018
23,2018-01-24,건입동,14.3,-6.8,7.0,3.8,1,2,156482,2018
24,2018-01-25,건입동,20.64,-7.3,2.0,4.5,1,3,163933,2018
25,2018-01-26,건입동,22.08,-6.8,0.0,5.1,1,4,155454,2018
26,2018-01-27,건입동,48.73,-4.2,0.0,1.9,1,5,159977,2018
27,2018-01-28,건입동,23.14,-2.6,3.5,3.2,1,6,176573,2018
28,2018-01-29,건입동,24.8,-3.6,6.0,5.2,1,0,148012,2018
29,2018-01-30,건입동,24.68,-3.3,10.5,2.6,1,1,157461,2018
30,2018-01-31,건입동,43.88,-1.5,3.0,1.4,1,2,156749,2018
31,2018-02-01,건입동,32.52,-1.4,0.0,2.2,2,3,159507,2018
32,2018-02-02,건입동,48.52,-2.4,0.0,2.7,2,4,151776,2018
33,2018-02-03,건입동,17.13,-4.5,8.0,4.6,2,5,159956,2018
34,2018-02-04,건입동,6.48,-6.0,13.5,5.5,2,6,119212,2018
35,2018-02-05,건입동,12.64,-5.4,12.0,4.7,2,0,128775,2018
36,2018-02-06,건입동,12.7,-5.9,14.0,4.6,2,1,132130,2018
37,2018-02-07,건입동,20.27,-4.9,9.0,2.1,2,2,132522,2018
38,2018-02-08,건입동,24.62,-2.8,3.0,1.8,2,3,129873,2018
39,2018-02-09,건입동,57.3,-0.2,0.0,1.5,2,4,144051,2018
40,2018-02-10,건입동,24.37,0.5,6.0,3.3,2,5,161727,2018
41,2018-02-11,건입동,13.9,-3.0,1.5,5.6,2,6,160617,2018
42,2018-02-12,건입동,13.9,-3.2,0.0,5.9,2,0,142937,2018
43,2018-02-13,건입동,46.98,-1.2,0.0,3.4,2,1,143943,2018
44,2018-02-14,건입동,53.76,4.2,0.0,1.9,2,2,160108,2018
45,2018-02-15,건입동,35.12,2.4,0.5,1.4,2,3,169125,2018
46,2018-02-16,건입동,46.71,1.2,0.0,2.2,2,4,179949,2018
47,2018-02-17,건입동,51.39,-0.7,0.0,3.4,2,5,175811,2018
48,2018-02-18,건입동,54.43,1.6,1.0,1.6,2,6,180588,2018
49,2018-02-19,건입동,30.32,2.5,5.0,1.1,2,0,142099,2018
50,2018-02-20,건입동,55.76,2.9,0.0,1.6,2,1,150800,2018
51,2018-02-21,건입동,48.52,0.2,0.0,2.5,2,2,161471,2018
52,2018-02-22,건입동,50.06,-0.8,0.0,1.9,2,3,157512,2018
53,2018-02-23,건입동,61.46,3.2,0.0,2.0,2,4,159829,2018
54,2018-02-24,건입동,55.76,4.2,0.0,1.6,2,5,156841,2018
55,2018-02-25,건입동,55.76,4.2,0.0,1.6,2,6,176918,2018
56,2018-02-26,건입동,62.72,3.3,0.0,1.5,2,0,156552,2018
57,2018-02-27,건입동,61.46,5.8,0.0,1.7,2,1,154312,2018
58,2018-02-28,건입동,24.81,8.0,145.0,5.3,2,2,147351,2018
59,2018-03-01,건입동,52.65,1.5,0.0,5.8,3,3,154735,2018
60,2018-03-02,건입동,54.62,2.2,0.0,1.5,3,4,155127,2018
61,2018-03-03,건입동,33.66,8.7,0.0,2.7,3,5,153993,2018
62,2018-03-04,건입동,51.75,15.1,27.5,3.8,3,6,164524,2018
63,2018-03-05,건입동,24.6,7.4,8.5,2.4,3,0,119720,2018
64,2018-03-06,건입동,54.16,4.4,0.0,2.1,3,1,140845,2018
65,2018-03-07,건입동,17.8,5.4,50.5,2.9,3,2,135924,2018
66,2018-03-08,건입동,11.42,1.9,58.5,4.4,3,3,128312,2018
67,2018-03-09,건입동,53.11,0.3,0.0,2.3,3,4,127126,2018
68,2018-03-10,건입동,66.36,2.7,0.0,1.7,3,5,145932,2018
69,2018-03-11,건입동,68.92,4.4,0.0,1.4,3,6,165562,2018
70,2018-03-12,건입동,70.64,6.9,0.0,1.4,3,0,138964,2018
71,2018-03-13,건입동,79.16,10.0,0.0,1.9,3,1,139528,2018
72,2018-03-14,건입동,78.32,12.9,0.0,2.9,3,2,140379,2018
73,2018-03-15,건입동,33.28,14.0,68.0,2.4,3,3,154256,2018
74,2018-03-16,건입동,19.48,4.8,3.5,2.5,3,4,153520,2018
75,2018-03-17,건입동,62.5,5.0,0.0,3.1,3,5,165834,2018
76,2018-03-18,건입동,36.39,10.2,6.0,3.1,3,6,158400,2018
77,2018-03-19,건입동,31.52,10.5,16.0,2.2,3,0,143427,2018
78,2018-03-20,건입동,14.78,3.4,29.0,4.6,3,1,128937,2018
79,2018-03-21,건입동,12.34,0.4,48.5,1.6,3,2,139428,2018
80,2018-03-22,건입동,37.36,1.4,9.0,2.7,3,3,156410,2018
81,2018-03-23,건입동,67.41,3.1,0.0,2.1,3,4,160202,2018
82,2018-03-24,건입동,69.97,8.1,0.0,1.9,3,5,176608,2018
83,2018-03-25,건입동,74.04,9.3,0.0,1.9,3,6,166851,2018
84,2018-03-26,건입동,70.64,9.0,0.0,1.3,3,0,150844,2018
85,2018-03-27,건입동,74.04,10.0,0.0,1.4,3,1,150998,2018
86,2018-03-28,건입동,79.16,10.7,0.0,1.5,3,2,144482,2018
87,2018-03-29,건입동,73.2,11.5,0.0,1.6,3,3,157611,2018
88,2018-03-30,건입동,67.62,11.1,0.0,3.3,3,4,141797,2018
89,2018-03-31,건입동,76.81,14.2,0.0,2.2,3,5,173129,2018
90,2018-04-01,건입동,72.54,13.2,0.0,1.7,4,6,159108,2018
91,2018-04-02,건입동,86.0,13.5,0.0,1.6,4,0,142617,2018
92,2018-04-03,건입동,88.56,14.7,0.0,1.5,4,1,153195,2018
93,2018-04-04,건입동,50.24,15.1,2.5,1.5,4,2,142887,2018
94,2018-04-05,건입동,48.56,13.2,8.5,3.4,4,3,158780,2018
95,2018-04-06,건입동,32.4,6.2,19.5,5.7,4,4,146823,2018
96,2018-04-07,건입동,29.05,1.6,0.5,6.3,4,5,165323,2018
97,2018-04-08,건입동,65.44,8.4,0.0,3.3,4,6,168187,2018
98,2018-04-09,건입동,75.09,11.4,0.0,2.8,4,0,138976,2018
99,2018-04-10,건입동,78.91,14.0,0.0,3.3,4,1,147271,2018
100,2018-04-11,건입동,72.08,14.8,0.0,2.7,4,2,137314,2018
101,2018-04-12,건입동,73.2,13.5,0.0,1.5,4,3,158624,2018
102,2018-04-13,건입동,44.24,11.4,1.0,4.2,4,4,161525,2018
103,2018-04-14,건입동,41.13,11.6,64.0,5.1,4,5,166250,2018
104,2018-04-15,건입동,62.5,6.8,0.0,4.4,4,6,159197,2018
105,2018-04-16,건입동,62.3,7.7,0.0,1.9,4,0,145756,2018
106,2018-04-17,건입동,64.86,9.1,0.0,1.4,4,1,150930,2018
107,2018-04-18,건입동,70.64,7.8,0.0,1.7,4,2,166919,2018
108,2018-04-19,건입동,81.72,11.1,0.0,1.7,4,3,155130,2018
109,2018-04-20,건입동,85.33,14.3,0.0,1.3,4,4,166423,2018
110,2018-04-21,건입동,84.49,15.1,0.0,1.9,4,5,190763,2018
111,2018-04-22,건입동,51.83,16.3,85.0,3.2,4,6,180927,2018
112,2018-04-23,건입동,51.2,17.3,59.5,2.0,4,0,151796,2018
113,2018-04-24,건입동,34.79,12.7,24.0,1.1,4,1,150579,2018
114,2018-04-25,건입동,48.06,10.0,1.5,1.2,4,2,160877,2018
115,2018-04-26,건입동,67.42,10.5,0.0,1.4,4,3,153985,2018
116,2018-04-27,건입동,84.28,13.0,0.0,2.5,4,4,170650,2018
117,2018-04-28,건입동,85.33,13.1,0.0,1.7,4,5,174393,2018
118,2018-04-29,건입동,78.71,13.0,0.0,1.4,4,6,172048,2018
119,2018-04-30,건입동,56.7,16.0,5.0,1.7,4,0,158256,2018
120,2018-05-01,건입동,56.7,17.6,0.0,1.9,5,1,144338,2018
121,2018-05-02,건입동,51.12,14.5,2.0,3.1,5,2,146509,2018
122,2018-05-03,건입동,70.18,9.4,0.5,4.4,5,3,149071,2018
123,2018-05-04,건입동,78.7,11.1,0.0,2.7,5,4,160486,2018
124,2018-05-05,건입동,77.2,15.7,0.0,1.8,5,5,192205,2018
125,2018-05-06,건입동,45.16,17.8,27.0,3.2,5,6,158181,2018
126,2018-05-07,건입동,38.4,14.9,17.5,1.8,5,0,149151,2018
127,2018-05-08,건입동,60.16,10.9,0.0,3.0,5,1,148319,2018
128,2018-05-09,건입동,69.13,10.8,0.0,1.6,5,2,142656,2018
129,2018-05-10,건입동,80.21,12.0,0.0,1.8,5,3,148371,2018
130,2018-05-11,건입동,80.88,15.9,1.0,1.9,5,4,162771,2018
131,2018-05-12,건입동,57.92,18.2,1.5,3.3,5,5,156310,2018
132,2018-05-13,건입동,40.96,16.4,34.0,1.9,5,6,172648,2018
133,2018-05-14,건입동,89.61,17.4,0.0,1.6,5,0,148984,2018
134,2018-05-15,건입동,86.39,20.7,0.0,1.6,5,1,147792,2018
135,2018-05-16,건입동,79.76,23.3,0.0,2.2,5,2,153794,2018
136,2018-05-17,건입동,66.96,22.8,0.0,1.4,5,3,157959,2018
137,2018-05-18,건입동,57.58,20.8,6.5,1.7,5,4,167605,2018
138,2018-05-19,건입동,47.14,11.7,0.0,3.5,5,5,188491,2018
139,2018-05-20,건입동,48.54,11.5,2.0,4.2,5,6,164360,2018
140,2018-05-21,건입동,59.94,13.4,1.5,3.0,5,0,152509,2018
141,2018-05-22,건입동,57.92,16.7,2.0,2.7,5,1,170577,2018
142,2018-05-23,건입동,57.7,14.9,3.0,3.3,5,2,152062,2018
143,2018-05-24,건입동,88.56,15.7,0.0,1.3,5,3,156688,2018
144,2018-05-25,건입동,55.82,15.5,2.5,1.5,5,4,149985,2018
145,2018-05-26,건입동,66.89,15.5,4.5,3.2,5,5,165630,2018
146,2018-05-27,건입동,78.54,17.3,1.5,1.6,5,6,179907,2018
147,2018-05-28,건입동,60.94,17.1,12.0,1.6,5,0,145646,2018
148,2018-05-29,건입동,81.1,18.6,0.5,1.3,5,1,163447,2018
149,2018-05-30,건입동,87.9,19.1,0.0,1.1,5,2,166086,2018
150,2018-05-31,건입동,73.42,14.8,0.0,1.7,5,3,173802,2018
151,2018-06-01,건입동,96.56,16.9,0.0,1.8,6,4,166657,2018
152,2018-06-02,건입동,95.08,18.3,0.0,1.7,6,5,171988,2018
153,2018-06-03,건입동,95.08,18.4,0.0,1.4,6,6,169016,2018
154,2018-06-04,건입동,89.16,18.8,0.0,2.0,6,0,150479,2018
155,2018-06-05,건입동,55.95,16.4,45.0,1.7,6,1,148324,2018
156,2018-06-06,건입동,82.65,17.2,0.0,1.1,6,2,154080,2018
157,2018-06-07,건입동,93.41,18.0,0.0,1.4,6,3,154312,2018
158,2018-06-08,건입동,95.08,17.6,0.0,1.3,6,4,162484,2018
159,2018-06-09,건입동,61.29,17.7,0.0,2.9,6,5,163527,2018
160,2018-06-10,건입동,57.95,15.5,10.0,2.9,6,6,164171,2018
161,2018-06-11,건입동,56.97,16.0,26.5,1.3,6,0,144055,2018
162,2018-06-12,건입동,77.28,16.5,1.0,1.7,6,1,149878,2018
163,2018-06-13,건입동,96.56,17.3,0.0,2.8,6,2,158073,2018
164,2018-06-14,건입동,93.41,17.5,0.5,3.2,6,3,157324,2018
165,2018-06-15,건입동,84.15,15.7,0.0,2.9,6,4,159077,2018
166,2018-06-16,건입동,88.4,14.9,0.0,3.1,6,5,154522,2018
167,2018-06-17,건입동,87.49,18.3,0.0,2.2,6,6,165710,2018
168,2018-06-18,건입동,89.16,19.0,0.0,1.0,6,0,161010,2018
169,2018-06-19,건입동,55.84,18.5,35.0,1.6,6,1,153287,2018
170,2018-06-20,건입동,89.16,18.5,2.0,1.1,6,2,164467,2018
171,2018-06-21,건입동,95.08,20.2,0.0,1.4,6,3,163191,2018
172,2018-06-22,건입동,89.16,18.2,1.5,1.7,6,4,157387,2018
173,2018-06-23,건입동,75.61,18.2,2.0,1.5,6,5,176841,2018
174,2018-06-24,건입동,94.89,20.8,0.0,1.6,6,6,174877,2018
175,2018-06-25,건입동,81.6,21.4,0.0,1.3,6,0,165477,2018
176,2018-06-26,건입동,57.17,25.1,1.5,1.9,6,1,163144,2018
177,2018-06-27,건입동,43.59,23.6,21.0,2.7,6,2,160910,2018
178,2018-06-28,건입동,30.59,21.9,80.5,3.0,6,3,178261,2018
179,2018-06-29,건입동,44.94,21.8,7.0,1.2,6,4,160324,2018
180,2018-06-30,건입동,46.61,20.7,152.0,2.0,6,5,173053,2018
181,2018-07-01,건입동,41.01,22.7,36.5,5.3,7,6,155746,2018
182,2018-07-02,건입동,32.33,22.4,17.5,4.3,7,0,137757,2018
183,2018-07-03,건입동,41.85,20.5,17.0,4.1,7,1,141080,2018
184,2018-07-04,건입동,72.35,23.2,0.0,2.0,7,2,160686,2018
185,2018-07-05,건입동,57.29,21.6,1.0,1.6,7,3,159185,2018
186,2018-07-06,건입동,54.28,19.2,39.0,2.6,7,4,153387,2018
187,2018-07-07,건입동,61.51,16.5,9.5,3.7,7,5,159791,2018
188,2018-07-08,건입동,56.17,17.8,8.0,3.5,7,6,159497,2018
189,2018-07-09,건입동,53.95,22.6,1.0,2.8,7,0,162334,2018
190,2018-07-10,건입동,71.52,23.0,0.0,4.3,7,1,161711,2018
191,2018-07-11,건입동,30.18,23.9,0.0,3.5,7,2,184819,2018
192,2018-07-12,건입동,47.02,24.4,0.0,1.3,7,3,175418,2018
193,2018-07-13,건입동,49.6,22.5,0.0,1.0,7,4,175835,2018
194,2018-07-14,건입동,57.18,22.9,0.0,1.0,7,5,137736,2018
195,2018-07-15,건입동,57.18,22.9,0.0,1.2,7,6,148802,2018
196,2018-07-16,건입동,57.18,22.9,0.0,1.0,7,0,134952,2018
197,2018-07-17,건입동,62.24,22.6,0.0,1.1,7,1,125289,2018
198,2018-07-18,건입동,69.82,21.9,0.0,1.2,7,2,140967,2018
199,2018-07-19,건입동,59.72,23.0,0.0,1.4,7,3,144007,2018
200,2018-07-20,건입동,62.22,24.5,0.0,1.6,7,4,143883,2018
201,2018-07-21,건입동,47.05,25.0,0.0,2.7,7,5,150082,2018
202,2018-07-22,건입동,36.33,23.5,2.0,4.6,7,6,141510,2018
203,2018-07-23,건입동,48.72,24.3,3.5,2.3,7,0,126005,2018
204,2018-07-24,건입동,49.56,24.8,0.0,1.1,7,1,139965,2018
205,2018-07-25,건입동,52.1,24.4,0.0,1.2,7,2,140009,2018
206,2018-07-26,건입동,54.62,24.1,0.0,1.0,7,3,139832,2018
207,2018-07-27,건입동,62.2,24.3,0.0,1.2,7,4,134309,2018
208,2018-07-28,건입동,46.18,25.6,0.0,0.9,7,5,152618,2018
209,2018-07-29,건입동,41.1,25.1,0.0,1.3,7,6,167599,2018
210,2018-07-30,건입동,38.0,23.2,5.5,2.0,7,0,149090,2018
211,2018-07-31,건입동,49.57,23.2,0.0,1.6,7,1,152224,2018
212,2018-08-01,건입동,44.51,24.1,0.0,1.9,8,2,158683,2018
213,2018-08-02,건입동,37.76,24.7,0.0,3.2,8,3,154889,2018
214,2018-08-03,건입동,25.88,23.8,13.0,3.6,8,4,153303,2018
215,2018-08-04,건입동,47.02,23.8,0.0,0.9,8,5,153352,2018
216,2018-08-05,건입동,57.14,23.9,0.0,1.4,8,6,162406,2018
217,2018-08-06,건입동,45.35,24.8,0.0,1.4,8,0,149218,2018
218,2018-08-07,건입동,41.97,24.3,0.0,1.6,8,1,144725,2018
219,2018-08-08,건입동,52.1,25.1,0.0,1.4,8,2,138433,2018
220,2018-08-09,건입동,49.56,24.7,0.0,1.2,8,3,146674,2018
221,2018-08-10,건입동,43.64,24.5,0.0,1.2,8,4,153312,2018
222,2018-08-11,건입동,40.3,23.8,7.5,2.3,8,5,164258,2018
223,2018-08-12,건입동,1.9,24.5,51.5,3.3,8,6,148094,2018
224,2018-08-13,건입동,35.44,24.3,7.0,3.8,8,0,140848,2018
225,2018-08-14,건입동,51.22,24.7,0.0,2.9,8,1,148368,2018
226,2018-08-15,건입동,32.92,24.7,5.5,2.3,8,2,157929,2018
227,2018-08-16,건입동,13.79,23.3,57.5,4.5,8,3,145992,2018
228,2018-08-17,건입동,26.75,20.7,16.0,4.2,8,4,151044,2018
229,2018-08-18,건입동,68.14,21.4,0.0,2.9,8,5,138154,2018
230,2018-08-19,건입동,62.23,22.7,0.0,2.3,8,6,142581,2018
231,2018-08-20,건입동,54.64,23.8,0.0,2.3,8,0,128456,2018
232,2018-08-21,건입동,52.13,23.4,0.0,1.1,8,1,146997,2018
233,2018-08-22,건입동,15.51,23.4,97.5,4.2,8,2,136478,2018
234,2018-08-23,건입동,28.17,22.5,415.0,8.2,8,3,111597,2018
235,2018-08-24,건입동,66.45,22.9,1.5,3.3,8,4,153061,2018
236,2018-08-25,건입동,40.16,23.4,12.5,1.3,8,5,158328,2018
237,2018-08-26,건입동,17.29,23.4,56.0,3.0,8,6,161525,2018
238,2018-08-27,건입동,53.78,23.9,24.5,1.7,8,0,156763,2018
239,2018-08-28,건입동,51.26,23.5,0.0,0.9,8,1,160943,2018
240,2018-08-29,건입동,56.32,23.0,3.5,1.6,8,2,170875,2018
241,2018-08-30,건입동,57.37,23.7,1.0,0.5,8,3,173755,2018
242,2018-08-31,건입동,58.82,24.3,0.0,0.9,8,4,175349,2018
243,2018-09-01,건입동,32.75,0.0,11.5,0.0,9,5,150433,2018
244,2018-09-02,건입동,40.48,0.0,0.0,0.0,9,6,157547,2018
245,2018-09-03,건입동,60.87,0.0,0.0,0.0,9,0,159780,2018
246,2018-09-04,건입동,59.42,0.0,0.0,0.0,9,1,150794,2018
247,2018-09-05,건입동,85.85,0.0,0.0,0.0,9,2,162408,2018
248,2018-09-06,건입동,75.05,0.0,0.0,0.0,9,3,164588,2018
249,2018-09-07,건입동,44.56,0.0,0.0,0.0,9,4,166244,2018
250,2018-09-08,건입동,78.1,0.0,0.0,0.0,9,5,180928,2018
251,2018-09-09,건입동,94.83,0.0,0.0,0.0,9,6,161374,2018
252,2018-09-10,건입동,81.13,0.0,0.0,0.0,9,0,156045,2018
253,2018-09-11,건입동,79.44,16.7,3.0,6.4,9,1,180523,2018
254,2018-09-12,건입동,76.41,18.6,28.0,6.2,9,2,185218,2018
255,2018-09-13,건입동,42.87,19.8,292.0,6.2,9,3,166220,2018
256,2018-09-14,건입동,79.11,21.1,2.5,0.0,9,4,157043,2018
257,2018-09-15,건입동,64.14,19.7,0.0,0.0,9,5,164822,2018
258,2018-09-16,건입동,92.96,19.4,0.0,1.4,9,6,177236,2018
259,2018-09-17,건입동,52.68,19.3,2.0,1.2,9,0,147829,2018
260,2018-09-18,건입동,87.89,19.9,0.0,1.5,9,1,149432,2018
261,2018-09-19,건입동,56.28,19.1,1.0,1.4,9,2,135422,2018
262,2018-09-20,건입동,43.99,21.5,19.5,2.3,9,3,152389,2018
263,2018-09-21,건입동,42.3,19.9,22.0,2.5,9,4,156327,2018
264,2018-09-22,건입동,87.89,18.1,0.0,1.9,9,5,186719,2018
265,2018-09-23,건입동,82.14,18.0,0.0,1.9,9,6,172560,2018
266,2018-09-24,건입동,84.51,14.7,0.0,1.5,9,0,166061,2018
267,2018-09-25,건입동,79.44,14.5,0.0,1.7,9,1,181586,2018
268,2018-09-26,건입동,66.27,16.2,2.5,2.5,9,2,164741,2018
269,2018-09-27,건입동,82.82,15.5,0.0,2.1,9,3,150028,2018
270,2018-09-28,건입동,79.44,16.2,0.0,2.2,9,4,147555,2018
271,2018-09-29,건입동,44.45,15.4,19.5,2.2,9,5,150849,2018
272,2018-09-30,건입동,72.68,15.5,0.5,4.4,9,6,156813,2018
273,2018-10-01,건입동,79.44,14.1,0.0,3.9,10,0,136422,2018
274,2018-10-02,건입동,80.47,14.0,0.0,2.3,10,1,146392,2018
275,2018-10-03,건입동,86.57,12.7,0.0,1.7,10,2,155708,2018
276,2018-10-04,건입동,42.1,15.3,29.0,2.5,10,3,138891,2018
277,2018-10-05,건입동,37.47,18.8,392.0,4.2,10,4,125509,2018
278,2018-10-06,건입동,37.47,16.5,91.5,5.3,10,5,130414,2018
279,2018-10-07,건입동,91.27,14.8,0.0,2.7,10,6,146057,2018
280,2018-10-08,건입동,86.57,12.7,0.0,1.9,10,0,145255,2018
281,2018-10-09,건입동,79.13,14.4,0.0,1.7,10,1,158067,2018
282,2018-10-10,건입동,66.99,11.8,1.5,2.7,10,2,177033,2018
283,2018-10-11,건입동,61.59,9.4,0.0,2.5,10,3,187885,2018
284,2018-10-12,건입동,68.35,8.9,0.0,2.1,10,4,171353,2018
285,2018-10-13,건입동,67.34,8.1,0.0,1.7,10,5,164965,2018
286,2018-10-14,건입동,74.43,11.7,0.0,1.2,10,6,148870,2018
287,2018-10-15,건입동,77.44,12.2,0.0,1.1,10,0,143864,2018
288,2018-10-16,건입동,70.37,9.7,4.0,1.5,10,1,139002,2018
289,2018-10-17,건입동,66.31,11.0,0.0,2.0,10,2,147208,2018
290,2018-10-18,건입동,63.96,10.4,0.0,2.8,10,3,141894,2018
291,2018-10-19,건입동,74.76,9.1,0.0,1.8,10,4,150697,2018
292,2018-10-20,건입동,76.47,8.7,0.0,1.8,10,5,153645,2018
293,2018-10-21,건입동,79.5,10.9,0.0,1.9,10,6,171554,2018
294,2018-10-22,건입동,76.78,11.7,5.5,1.7,10,0,129136,2018
295,2018-10-23,건입동,72.06,12.6,0.5,2.0,10,1,134961,2018
296,2018-10-24,건입동,74.76,10.3,0.0,1.9,10,2,147511,2018
297,2018-10-25,건입동,83.56,11.2,0.0,2.4,10,3,152880,2018
298,2018-10-26,건입동,40.56,13.5,1.0,3.1,10,4,171123,2018
299,2018-10-27,건입동,54.83,9.4,0.0,5.2,10,5,149913,2018
300,2018-10-28,건입동,65.3,12.0,0.0,3.7,10,6,155175,2018
301,2018-10-29,건입동,83.74,12.3,0.0,2.7,10,0,132529,2018
302,2018-10-30,건입동,61.59,8.5,0.0,2.4,10,1,137612,2018
303,2018-10-31,건입동,59.22,7.9,0.0,2.6,10,2,147703,2018
304,2018-11-01,건입동,67.67,6.9,0.0,2.3,11,3,158825,2018
305,2018-11-02,건입동,74.1,6.9,0.0,1.7,11,4,149047,2018
306,2018-11-03,건입동,68.02,8.8,0.0,1.9,11,5,152296,2018
307,2018-11-04,건입동,77.66,8.8,0.0,2.0,11,6,144967,2018
308,2018-11-05,건입동,76.47,8.3,0.0,1.4,11,0,140787,2018
309,2018-11-06,건입동,79.5,10.8,0.0,1.7,11,1,139361,2018
310,2018-11-07,건입동,44.71,13.0,4.5,1.9,11,2,149776,2018
311,2018-11-08,건입동,40.54,14.0,20.5,3.4,11,3,138793,2018
312,2018-11-09,건입동,61.59,8.4,1.0,3.0,11,4,149744,2018
313,2018-11-10,건입동,79.35,6.4,0.0,1.6,11,5,155516,2018
314,2018-11-11,건입동,36.96,9.4,5.0,1.3,11,6,152827,2018
315,2018-11-12,건입동,34.81,8.3,6.0,2.2,11,0,142658,2018
316,2018-11-13,건입동,65.98,7.3,0.0,2.2,11,1,136091,2018
317,2018-11-14,건입동,67.67,6.5,0.0,1.5,11,2,148551,2018
318,2018-11-15,건입동,71.73,10.3,0.0,2.3,11,3,132089,2018
319,2018-11-16,건입동,31.67,9.5,6.5,2.1,11,4,145872,2018
320,2018-11-17,건입동,60.91,6.1,0.0,2.2,11,5,159557,2018
321,2018-11-18,건입동,34.59,6.1,0.5,1.6,11,6,141623,2018
322,2018-11-19,건입동,59.22,7.1,0.0,2.0,11,0,129890,2018
323,2018-11-20,건입동,67.67,6.5,0.0,2.1,11,1,123657,2018
324,2018-11-21,건입동,29.41,7.6,2.0,1.7,11,2,146619,2018
325,2018-11-22,건입동,52.81,3.9,0.0,3.3,11,3,147228,2018
326,2018-11-23,건입동,60.25,3.9,0.0,2.0,11,4,156166,2018
327,2018-11-24,건입동,55.18,9.4,0.0,2.9,11,5,155952,2018
328,2018-11-25,건입동,64.97,6.4,0.0,1.5,11,6,160041,2018
329,2018-11-26,건입동,38.65,8.6,0.0,2.0,11,0,143577,2018
330,2018-11-27,건입동,71.73,8.1,0.0,1.6,11,1,152306,2018
331,2018-11-28,건입동,69.36,7.3,0.0,1.7,11,2,135545,2018
332,2018-11-29,건입동,71.05,6.7,0.0,1.5,11,3,145314,2018
333,2018-11-30,건입동,66.66,6.7,0.0,1.5,11,4,140650,2018
334,2018-12-01,건입동,61.21,8.2,0.0,1.7,12,5,129811,2018
335,2018-12-02,건입동,45.84,12.8,1.5,2.9,12,6,146700,2018
336,2018-12-03,건입동,55.58,15.3,1.5,1.2,12,0,127002,2018
337,2018-12-04,건입동,37.37,9.3,17.0,3.2,12,1,130340,2018
338,2018-12-05,건입동,54.22,5.0,0.0,2.5,12,2,125707,2018
339,2018-12-06,건입동,17.88,4.1,12.0,2.8,12,3,138174,2018
340,2018-12-07,건입동,18.21,-1.2,0.5,4.3,12,4,141495,2018
341,2018-12-08,건입동,21.6,-1.9,4.0,3.6,12,5,143544,2018
342,2018-12-09,건입동,42.34,-2.2,0.0,2.6,12,6,142700,2018
343,2018-12-10,건입동,54.22,1.8,0.0,2.5,12,0,126299,2018
344,2018-12-11,건입동,22.44,4.3,25.0,2.0,12,1,119696,2018
345,2018-12-12,건입동,30.5,0.6,2.0,3.8,12,2,125330,2018
346,2018-12-13,건입동,51.14,2.0,0.0,3.9,12,3,135115,2018
347,2018-12-14,건입동,46.98,-0.2,0.0,3.4,12,4,128970,2018
348,2018-12-15,건입동,52.89,0.5,0.0,1.8,12,5,143397,2018
349,2018-12-16,건입동,27.18,3.9,9.0,2.3,12,6,130419,2018
350,2018-12-17,건입동,46.52,4.2,0.0,4.9,12,0,129980,2018
351,2018-12-18,건입동,57.09,3.2,0.0,3.2,12,1,133732,2018
352,2018-12-19,건입동,61.21,7.9,0.0,2.3,12,2,132599,2018
353,2018-12-20,건입동,31.28,8.0,18.5,2.0,12,3,145349,2018
354,2018-12-21,건입동,58.11,9.3,0.5,1.8,12,4,129974,2018
355,2018-12-22,건입동,61.46,7.5,5.5,1.7,12,5,169076,2018
