,날짜,읍면동,관광기후지수,평균기온,일강수량,최대풍속,월,요일,총방문자수,연도
6784,2018-08-03,연동,25.88,21.9,38.0,2.5,8,4,533159,2018
6785,2018-08-04,연동,47.02,21.6,0.0,1.0,8,5,542299,2018
6786,2018-08-05,연동,57.14,20.9,0.5,0.5,8,6,504032,2018
6787,2018-08-06,연동,45.35,22.1,0.0,0.8,8,0,515793,2018
6788,2018-08-07,연동,41.97,22.7,0.0,1.7,8,1,545321,2018
6789,2018-08-08,연동,52.1,22.9,0.0,1.6,8,2,562169,2018
6790,2018-08-09,연동,49.56,21.7,0.0,0.7,8,3,596143,2018
6791,2018-08-10,연동,43.64,21.5,0.0,0.8,8,4,575818,2018
6792,2018-08-11,연동,40.3,22.0,0.5,1.2,8,5,562716,2018
6793,2018-08-12,연동,1.9,22.7,0.5,1.6,8,6,516114,2018
6794,2018-08-13,연동,35.44,22.9,10.5,3.0,8,0,558049,2018
6795,2018-08-14,연동,51.22,22.3,0.0,1.0,8,1,592941,2018
6796,2018-08-15,연동,32.92,23.7,3.0,1.4,8,2,496449,2018
6797,2018-08-16,연동,13.79,21.5,46.5,2.4,8,3,552927,2018
6798,2018-08-17,연동,26.75,19.3,55.0,2.5,8,4,540350,2018
6799,2018-08-18,연동,68.14,19.9,0.0,0.6,8,5,556597,2018
6800,2018-08-19,연동,62.23,20.3,0.0,0.4,8,6,518085,2018
6801,2018-08-20,연동,54.64,20.3,0.0,1.2,8,0,546075,2018
6802,2018-08-21,연동,52.13,21.5,0.0,1.4,8,1,563764,2018
6803,2018-08-22,연동,15.51,21.2,157.5,4.5,8,2,556579,2018
6804,2018-08-23,연동,28.17,0.0,0.0,0.0,8,3,543964,2018
6805,2018-08-24,연동,66.45,0.0,0.0,0.0,8,4,623344,2018
6806,2018-08-25,연동,40.16,0.0,3.0,0.0,8,5,543663,2018
6807,2018-08-26,연동,17.29,21.7,76.0,3.1,8,6,477816,2018
6808,2018-08-27,연동,53.78,21.8,30.5,4.2,8,0,555778,2018
6809,2018-08-28,연동,51.26,21.9,0.0,1.8,8,1,583086,2018
6810,2018-08-29,연동,56.32,21.9,1.0,1.9,8,2,614934,2018
6811,2018-08-30,연동,57.37,21.7,11.0,4.8,8,3,590358,2018
6812,2018-08-31,연동,58.82,21.0,12.5,5.7,8,4,592058,2018
6813,2018-09-01,연동,32.75,20.3,78.5,2.3,9,5,485318,2018
6814,2018-09-02,연동,40.48,20.7,0.5,0.9,9,6,468376,2018
6815,2018-09-03,연동,60.87,20.8,50.0,4.9,9,0,467481,2018
6816,2018-09-04,연동,59.42,18.0,38.0,1.9,9,1,517142,2018
6817,2018-09-05,연동,85.85,17.1,0.0,1.6,9,2,535292,2018
6818,2018-09-06,연동,75.05,17.3,0.0,1.5,9,3,515673,2018
6819,2018-09-07,연동,44.56,16.5,32.5,2.2,9,4,541940,2018
6820,2018-09-08,연동,78.1,12.2,0.5,1.1,9,5,506506,2018
6821,2018-09-09,연동,94.83,13.7,0.0,1.8,9,6,477833,2018
6822,2018-09-10,연동,81.13,14.8,0.0,2.3,9,0,531664,2018
6823,2018-09-11,연동,79.44,15.4,0.5,2.9,9,1,530450,2018
6824,2018-09-12,연동,76.41,18.3,2.5,1.4,9,2,565579,2018
6825,2018-09-13,연동,42.87,18.9,135.0,1.3,9,3,533856,2018
6826,2018-09-14,연동,79.11,21.2,0.5,3.2,9,4,552925,2018
6827,2018-09-15,연동,64.14,17.8,1.0,1.4,9,5,556701,2018
6828,2018-09-16,연동,92.96,18.6,0.0,1.2,9,6,485995,2018
6829,2018-09-17,연동,52.68,18.9,3.0,1.0,9,0,559380,2018
6830,2018-09-18,연동,87.89,19.3,0.0,1.4,9,1,512498,2018
6831,2018-09-19,연동,56.28,19.4,2.5,2.3,9,2,543832,2018
6832,2018-09-20,연동,43.99,19.9,30.5,3.6,9,3,561753,2018
6833,2018-09-21,연동,42.3,18.2,30.5,2.3,9,4,552883,2018
6834,2018-09-22,연동,87.89,15.2,0.0,0.6,9,5,560646,2018
6835,2018-09-23,연동,82.14,17.3,0.0,1.9,9,6,500529,2018
6836,2018-09-24,연동,84.51,12.0,0.0,1.6,9,0,566201,2018
6837,2018-09-25,연동,79.44,13.3,0.0,2.6,9,1,552503,2018
6838,2018-09-26,연동,66.27,14.2,0.5,3.7,9,2,515997,2018
6839,2018-09-27,연동,82.82,14.0,0.0,3.1,9,3,523246,2018
6840,2018-09-28,연동,79.44,15.2,0.0,2.4,9,4,574637,2018
6841,2018-09-29,연동,44.45,13.1,14.0,3.5,9,5,545202,2018
6842,2018-09-30,연동,72.68,12.8,0.5,3.3,9,6,526966,2018
6843,2018-10-01,연동,79.44,11.1,0.0,1.7,10,0,493131,2018
6844,2018-10-02,연동,80.47,10.4,0.0,0.9,10,1,515606,2018
6845,2018-10-03,연동,86.57,10.5,0.0,1.2,10,2,497209,2018
6846,2018-10-04,연동,42.1,14.4,12.5,3.2,10,3,528707,2018
6847,2018-10-05,연동,37.47,17.6,500.5,3.3,10,4,514129,2018
6848,2018-10-06,연동,37.47,14.7,141.0,2.3,10,5,465620,2018
6849,2018-10-07,연동,91.27,11.8,0.0,1.0,10,6,509354,2018
6850,2018-10-08,연동,86.57,11.0,0.0,1.0,10,0,559548,2018
6851,2018-10-09,연동,79.13,12.1,0.0,0.7,10,1,507127,2018
6852,2018-10-10,연동,66.99,9.1,5.0,1.1,10,2,579134,2018
6853,2018-10-11,연동,61.59,6.3,0.5,1.8,10,3,549856,2018
6854,2018-10-12,연동,68.35,6.1,0.0,1.2,10,4,592709,2018
6855,2018-10-13,연동,67.34,4.6,0.0,0.7,10,5,548076,2018
6856,2018-10-14,연동,74.43,9.2,0.0,0.6,10,6,546908,2018
6857,2018-10-15,연동,77.44,10.4,0.0,0.6,10,0,569616,2018
6858,2018-10-16,연동,70.37,7.8,5.5,1.4,10,1,552423,2018
6859,2018-10-17,연동,66.31,8.1,0.0,1.0,10,2,612313,2018
6860,2018-10-18,연동,63.96,7.1,0.0,1.3,10,3,620609,2018
6861,2018-10-19,연동,74.76,7.1,0.0,1.1,10,4,609809,2018
6862,2018-10-20,연동,76.47,6.2,0.0,0.8,10,5,596340,2018
6863,2018-10-21,연동,79.5,7.1,0.0,0.7,10,6,554843,2018
6864,2018-10-22,연동,76.78,8.6,1.5,0.5,10,0,553973,2018
6865,2018-10-23,연동,72.06,9.7,0.0,0.6,10,1,597339,2018
6866,2018-10-24,연동,74.76,6.7,0.0,0.8,10,2,587556,2018
6867,2018-10-25,연동,83.56,9.0,0.0,0.6,10,3,604208,2018
6868,2018-10-26,연동,40.56,10.9,8.0,3.2,10,4,594970,2018
6869,2018-10-27,연동,54.83,6.0,0.0,1.4,10,5,613120,2018
6870,2018-10-28,연동,65.3,8.4,0.0,3.2,10,6,575002,2018
6871,2018-10-29,연동,83.74,8.6,0.0,2.0,10,0,558268,2018
6872,2018-10-30,연동,61.59,5.3,0.0,1.1,10,1,610083,2018
6873,2018-10-31,연동,59.22,4.6,0.5,1.3,10,2,575762,2018
6874,2018-11-01,연동,67.67,4.1,0.0,1.6,11,3,528409,2018
6875,2018-11-02,연동,74.1,4.4,0.0,0.7,11,4,555564,2018
6876,2018-11-03,연동,68.02,6.0,0.0,0.6,11,5,506795,2018
6877,2018-11-04,연동,77.66,6.6,0.0,0.8,11,6,510430,2018
6878,2018-11-05,연동,76.47,7.8,0.0,0.7,11,0,520290,2018
6879,2018-11-06,연동,79.5,8.7,0.0,0.6,11,1,552954,2018
6880,2018-11-07,연동,44.71,11.0,0.0,0.9,11,2,557784,2018
6881,2018-11-08,연동,40.54,12.0,57.0,6.3,11,3,560989,2018
6882,2018-11-09,연동,61.59,5.4,0.5,1.8,11,4,584966,2018
6883,2018-11-10,연동,79.35,5.9,0.0,0.5,11,5,561535,2018
6884,2018-11-11,연동,36.96,8.0,4.0,1.5,11,6,546831,2018
6885,2018-11-12,연동,34.81,5.8,4.0,1.5,11,0,539648,2018
6886,2018-11-13,연동,65.98,4.5,0.0,1.1,11,1,547625,2018
6887,2018-11-14,연동,67.67,3.8,0.0,0.7,11,2,546225,2018
6888,2018-11-15,연동,71.73,6.0,0.0,0.6,11,3,595368,2018
6889,2018-11-16,연동,31.67,7.2,8.5,1.1,11,4,596676,2018
6890,2018-11-17,연동,60.91,3.6,0.0,1.0,11,5,567202,2018
6891,2018-11-18,연동,34.59,2.9,1.0,0.7,11,6,525885,2018
6892,2018-11-19,연동,59.22,3.9,0.0,1.6,11,0,546555,2018
6893,2018-11-20,연동,67.67,3.8,0.0,0.9,11,1,564379,2018
6894,2018-11-21,연동,29.41,4.8,3.0,0.6,11,2,573949,2018
6895,2018-11-22,연동,52.81,0.7,0.0,2.4,11,3,578570,2018
6896,2018-11-23,연동,60.25,2.2,0.0,1.4,11,4,540955,2018
6897,2018-11-24,연동,55.18,6.3,1.0,4.4,11,5,587407,2018
6898,2018-11-25,연동,64.97,5.6,0.0,2.2,11,6,520021,2018
6899,2018-11-26,연동,38.65,8.2,0.0,2.1,11,0,540191,2018
6900,2018-11-27,연동,71.73,5.5,0.0,0.9,11,1,534402,2018
6901,2018-11-28,연동,69.36,4.5,0.0,1.3,11,2,548006,2018
6902,2018-11-29,연동,71.05,4.2,0.0,0.6,11,3,582889,2018
6903,2018-11-30,연동,66.66,4.7,0.0,0.7,11,4,573178,2018
6904,2018-12-01,연동,61.21,5.8,0.0,0.6,12,5,549734,2018
6905,2018-12-02,연동,45.84,10.7,8.0,3.1,12,6,494521,2018
6906,2018-12-03,연동,55.58,14.0,7.5,3.9,12,0,483327,2018
6907,2018-12-04,연동,37.37,7.2,27.5,3.3,12,1,482241,2018
6908,2018-12-05,연동,54.22,4.8,0.0,1.1,12,2,523949,2018
6909,2018-12-06,연동,17.88,2.5,18.0,1.4,12,3,528960,2018
6910,2018-12-07,연동,18.21,-4.0,0.5,2.4,12,4,559777,2018
6911,2018-12-08,연동,21.6,-4.7,0.0,1.3,12,5,510385,2018
6912,2018-12-09,연동,42.34,-5.6,0.0,1.3,12,6,483629,2018
6913,2018-12-10,연동,54.22,-0.8,0.0,0.9,12,0,493626,2018
6914,2018-12-11,연동,22.44,2.1,19.0,1.6,12,1,506155,2018
6915,2018-12-12,연동,30.5,-2.7,0.0,2.4,12,2,539789,2018
6916,2018-12-13,연동,51.14,-1.8,0.0,1.1,12,3,511127,2018
6917,2018-12-14,연동,46.98,-4.1,0.0,2.2,12,4,558424,2018
6918,2018-12-15,연동,52.89,-1.8,0.0,0.7,12,5,563391,2018
6919,2018-12-16,연동,27.18,2.6,13.0,1.8,12,6,490399,2018
6920,2018-12-17,연동,46.52,0.4,0.5,1.3,12,0,549041,2018
6921,2018-12-18,연동,57.09,0.4,0.0,1.5,12,1,520925,2018
6922,2018-12-19,연동,61.21,6.1,0.0,5.0,12,2,575816,2018
6923,2018-12-20,연동,31.28,5.8,21.0,1.2,12,3,533741,2018
6924,2018-12-21,연동,58.11,6.9,0.0,0.9,12,4,578764,2018
6925,2018-12-22,연동,61.46,5.9,6.5,0.6,12,5,592671,2018
6926,2018-12-23,연동,22.56,1.6,16.0,1.9,12,6,506272,2018
6927,2018-12-24,연동,46.98,-2.2,0.0,1.5,12,0,565783,2018
6928,2018-12-25,연동,55.76,0.6,0.0,0.8,12,1,566888,2018
6929,2018-12-26,연동,28.84,-0.3,1.0,1.8,12,2,574425,2018
6930,2018-12-27,연동,40.82,-6.5,0.0,2.6,12,3,602583,2018
6931,2018-12-28,연동,20.02,-7.0,0.0,2.8,12,4,583951,2018
6932,2018-12-29,연동,27.9,-5.9,0.0,2.4,12,5,594312,2018
6933,2018-12-30,연동,46.98,-5.3,0.0,1.7,12,6,593747,2018
6934,2018-12-31,연동,46.98,-4.9,0.0,0.2,12,0,619089,2018
6935,2019-01-01,연동,39.26,-3.9,0.0,1.3,1,1,513290,2019
6936,2019-01-02,연동,46.98,-4.5,0.0,1.6,1,2,506034,2019
6937,2019-01-03,연동,48.52,-3.1,0.0,1.0,1,3,536164,2019
6938,2019-01-04,연동,29.05,0.5,0.0,1.7,1,4,523492,2019
6939,2019-01-05,연동,48.04,-1.0,1.5,1.4,1,5,515081,2019
6940,2019-01-06,연동,49.81,-3.0,0.0,1.0,1,6,474810,2019
6941,2019-01-07,연동,51.35,-3.0,0.0,0.8,1,0,531946,2019
6942,2019-01-08,연동,48.27,-2.7,0.0,1.7,1,1,561649,2019
6943,2019-01-09,연동,48.52,-3.1,0.0,1.6,1,2,531910,2019
6944,2019-01-10,연동,33.58,-1.1,0.0,1.6,1,3,548391,2019
6945,2019-01-11,연동,31.92,0.8,2.5,0.8,1,4,535420,2019
6946,2019-01-12,연동,27.24,1.1,4.0,1.2,1,5,571667,2019
6947,2019-01-13,연동,52.68,-1.8,0.0,1.1,1,6,554865,2019
6948,2019-01-14,연동,60.17,-2.3,0.0,0.6,1,0,538830,2019
6949,2019-01-15,연동,49.6,-1.7,0.0,1.4,1,1,565085,2019
6950,2019-01-16,연동,46.98,-6.1,0.0,1.3,1,2,535834,2019
6951,2019-01-17,연동,45.44,-4.1,0.0,0.8,1,3,628500,2019
6952,2019-01-18,연동,58.84,-2.6,0.0,0.6,1,4,602173,2019
6953,2019-01-19,연동,33.21,2.1,3.5,3.9,1,5,585474,2019
6954,2019-01-20,연동,46.73,-2.2,3.0,2.8,1,6,568384,2019
6955,2019-01-21,연동,48.27,-3.2,0.0,1.8,1,0,547851,2019
6956,2019-01-22,연동,57.09,-0.8,0.0,1.7,1,1,600663,2019
6957,2019-01-23,연동,59.64,-0.4,0.0,1.7,1,2,608720,2019
6958,2019-01-24,연동,56.77,-1.3,0.0,0.7,1,3,605250,2019
6959,2019-01-25,연동,48.27,-3.2,0.0,1.3,1,4,579120,2019
6960,2019-01-26,연동,40.82,-5.4,0.0,3.2,1,5,565637,2019
6961,2019-01-27,연동,52.89,-3.9,0.0,1.2,1,6,576509,2019
6962,2019-01-28,연동,51.14,-1.6,0.0,2.4,1,0,619837,2019
6963,2019-01-29,연동,57.3,-2.2,0.0,0.8,1,1,585001,2019
6964,2019-01-30,연동,31.92,2.3,1.5,1.5,1,2,593592,2019
6965,2019-01-31,연동,10.58,-3.2,4.0,1.5,1,3,585431,2019
6966,2019-02-01,연동,45.44,-5.1,0.0,0.8,2,4,543200,2019
6967,2019-02-02,연동,58.59,1.8,0.0,2.9,2,5,504953,2019
6968,2019-02-03,연동,33.55,6.5,64.0,6.1,2,6,516957,2019
6969,2019-02-04,연동,55.76,-0.5,0.0,2.2,2,0,520454,2019
6970,2019-02-05,연동,58.59,1.4,0.0,0.6,2,1,530872,2019
6971,2019-02-06,연동,63.0,5.4,0.0,1.1,2,2,499378,2019
6972,2019-02-07,연동,28.8,0.9,4.0,2.5,2,3,572787,2019
6973,2019-02-08,연동,44.11,-3.0,0.0,1.5,2,4,575841,2019
6974,2019-02-09,연동,39.26,-6.1,0.0,2.0,2,5,589530,2019
6975,2019-02-10,연동,46.98,-5.2,0.0,1.2,2,6,528266,2019
6976,2019-02-11,연동,42.34,-5.7,0.0,1.7,2,0,556629,2019
6977,2019-02-12,연동,51.35,-2.4,0.0,1.6,2,1,573139,2019
6978,2019-02-13,연동,49.81,-2.0,0.0,1.4,2,2,590018,2019
6979,2019-02-14,연동,51.35,-1.3,0.0,0.8,2,3,631428,2019
6980,2019-02-15,연동,32.04,-0.2,2.0,2.4,2,4,582554,2019
6981,2019-02-16,연동,45.44,-4.6,0.0,1.4,2,5,572051,2019
6982,2019-02-17,연동,46.98,-4.9,0.0,0.8,2,6,517592,2019
6983,2019-02-18,연동,25.85,1.9,4.5,1.1,2,0,584200,2019
6984,2019-02-19,연동,25.27,4.7,16.0,2.9,2,1,582519,2019
6985,2019-02-20,연동,51.35,-0.3,0.0,1.0,2,2,574958,2019
6986,2019-02-21,연동,51.35,0.6,0.0,1.1,2,3,577376,2019
6987,2019-02-22,연동,31.92,1.1,0.5,0.7,2,4,587089,2019
6988,2019-02-23,연동,57.05,1.4,0.0,0.0,2,5,578440,2019
6989,2019-02-24,연동,61.46,1.4,0.0,1.0,2,6,538178,2019
6990,2019-02-25,연동,57.05,1.9,0.0,1.1,2,0,556479,2019
6991,2019-02-26,연동,60.17,3.8,0.0,1.2,2,1,546546,2019
6992,2019-02-27,연동,36.08,4.0,6.0,1.6,2,2,572627,2019
6993,2019-02-28,연동,49.58,2.0,0.5,1.3,2,3,575566,2019
6994,2019-03-01,연동,65.52,1.0,0.0,1.0,3,4,490489,2019
6995,2019-03-02,연동,32.78,4.0,3.5,1.2,3,5,536932,2019
6996,2019-03-03,연동,32.32,4.7,8.0,1.9,3,6,456453,2019
6997,2019-03-04,연동,25.52,1.0,5.5,1.6,3,0,523507,2019
6998,2019-03-05,연동,59.74,3.6,2.0,0.9,3,1,539360,2019
6999,2019-03-06,연동,24.72,2.5,10.0,2.0,3,2,537454,2019
7000,2019-03-07,연동,59.94,-1.4,0.0,2.0,3,3,538660,2019
7001,2019-03-08,연동,66.36,1.4,0.0,0.8,3,4,556347,2019
7002,2019-03-09,연동,33.66,5.0,19.5,1.6,3,5,540084,2019
7003,2019-03-10,연동,24.09,5.3,10.0,3.2,3,6,530239,2019
7004,2019-03-11,연동,29.76,1.9,1.0,2.4,3,0,542852,2019
7005,2019-03-12,연동,33.54,1.8,0.0,2.9,3,1,604037,2019
7006,2019-03-13,연동,64.39,-1.0,0.0,2.0,3,2,571026,2019
7007,2019-03-14,연동,64.01,0.8,0.0,0.7,3,3,562132,2019
7008,2019-03-15,연동,25.06,2.2,1.0,2.9,3,4,606571,2019
7009,2019-03-16,연동,62.5,3.6,0.0,2.1,3,5,547479,2019
7010,2019-03-17,연동,68.92,3.9,0.0,1.5,3,6,563846,2019
7011,2019-03-18,연동,34.29,3.9,10.0,1.6,3,0,553737,2019
7012,2019-03-19,연동,72.99,5.5,0.0,1.0,3,1,599147,2019
7013,2019-03-20,연동,29.8,10.5,29.0,6.5,3,2,647315,2019
7014,2019-03-21,연동,55.21,7.4,0.5,2.7,3,3,605004,2019
7015,2019-03-22,연동,52.65,0.7,0.0,1.9,3,4,655381,2019
7016,2019-03-23,연동,53.7,-0.6,0.0,2.7,3,5,568105,2019
7017,2019-03-24,연동,64.85,0.8,0.0,1.4,3,6,574564,2019
7018,2019-03-25,연동,59.74,3.3,0.0,1.5,3,0,616173,2019
7019,2019-03-26,연동,68.46,6.7,0.0,1.9,3,1,616827,2019
7020,2019-03-27,연동,68.47,10.9,0.0,5.6,3,2,616851,2019
7021,2019-03-28,연동,62.3,10.0,0.0,1.7,3,3,636774,2019
7022,2019-03-29,연동,62.3,10.1,0.0,2.8,3,4,626805,2019
7023,2019-03-30,연동,30.81,4.2,0.0,2.4,3,5,609256,2019
7024,2019-03-31,연동,53.9,-1.3,0.0,2.5,3,6,566968,2019
7025,2019-04-01,연동,60.99,1.0,0.0,2.4,4,0,523685,2019
7026,2019-04-02,연동,65.52,3.3,0.0,1.7,4,1,520802,2019
7027,2019-04-03,연동,67.41,2.1,0.0,1.2,4,2,522437,2019
7028,2019-04-04,연동,64.01,6.5,0.0,1.7,4,3,485922,2019
7029,2019-04-05,연동,67.62,9.0,0.0,2.0,4,4,543634,2019
7030,2019-04-06,연동,79.16,11.9,0.0,1.6,4,5,555836,2019
7031,2019-04-07,연동,43.9,12.0,4.5,2.5,4,6,518742,2019
7032,2019-04-08,연동,73.2,11.4,0.0,1.1,4,0,514744,2019
7033,2019-04-09,연동,34.33,13.0,16.0,4.4,4,1,585517,2019
7034,2019-04-10,연동,28.96,4.0,2.0,1.9,4,2,567086,2019
7035,2019-04-11,연동,55.5,3.8,0.5,1.1,4,3,575800,2019
7036,2019-04-12,연동,72.99,4.3,0.0,1.0,4,4,590257,2019
7037,2019-04-13,연동,63.81,6.4,0.0,0.9,4,5,530805,2019
7038,2019-04-14,연동,41.68,6.6,0.0,2.6,4,6,500719,2019
7039,2019-04-15,연동,72.99,7.5,0.0,2.1,4,0,522396,2019
7040,2019-04-16,연동,51.33,10.2,0.0,1.2,4,1,570375,2019
7041,2019-04-17,연동,58.06,8.2,3.0,0.9,4,2,561458,2019
7042,2019-04-18,연동,88.35,10.9,0.0,1.0,4,3,564717,2019
7043,2019-04-19,연동,75.3,11.8,0.0,1.3,4,4,530749,2019
7044,2019-04-20,연동,84.28,11.3,0.0,0.7,4,5,550141,2019
7045,2019-04-21,연동,81.73,12.7,0.0,0.8,4,6,534895,2019
7046,2019-04-22,연동,85.34,14.8,0.0,0.9,4,0,543802,2019
7047,2019-04-23,연동,48.64,15.5,12.0,2.8,4,1,571120,2019
7048,2019-04-24,연동,79.76,15.2,0.0,3.5,4,2,536240,2019
7049,2019-04-25,연동,65.91,12.5,0.5,1.0,4,3,591019,2019
7050,2019-04-26,연동,35.68,4.4,3.0,1.8,4,4,633047,2019
7051,2019-04-27,연동,61.84,6.0,0.0,1.8,4,5,604463,2019
7052,2019-04-28,연동,41.51,7.2,0.5,0.7,4,6,528206,2019
7053,2019-04-29,연동,35.84,15.1,11.5,2.0,4,0,580084,2019
7054,2019-04-30,연동,43.82,10.9,0.0,1.5,4,1,558179,2019
7055,2019-05-01,연동,64.4,8.9,0.0,1.2,5,2,505644,2019
7056,2019-05-02,연동,72.53,10.1,0.0,1.2,5,3,546168,2019
7057,2019-05-03,연동,84.28,11.8,0.0,1.2,5,4,534160,2019
7058,2019-05-04,연동,87.51,14.3,0.0,1.5,5,5,528710,2019
7059,2019-05-05,연동,88.56,13.2,0.0,1.3,5,6,485946,2019
7060,2019-05-06,연동,67.62,8.5,0.0,1.3,5,0,495181,2019
7061,2019-05-07,연동,74.04,7.2,0.0,1.8,5,1,529350,2019
7062,2019-05-08,연동,67.42,9.2,0.0,0.9,5,2,508134,2019
7063,2019-05-09,연동,68.93,9.6,0.0,0.8,5,3,494151,2019
7064,2019-05-10,연동,82.39,10.7,0.0,0.8,5,4,517076,2019
7065,2019-05-11,연동,87.51,11.8,0.0,0.7,5,5,528924,2019
7066,2019-05-12,연동,88.56,12.9,0.0,1.0,5,6,534777,2019
7067,2019-05-13,연동,86.85,14.4,0.0,1.1,5,0,524253,2019
7068,2019-05-14,연동,87.9,13.1,0.5,0.8,5,1,520550,2019
7069,2019-05-15,연동,87.9,14.6,0.0,0.9,5,2,533492,2019
7070,2019-05-16,연동,87.9,14.0,0.0,0.7,5,3,551420,2019
7071,2019-05-17,연동,56.24,13.7,34.5,1.6,5,4,626381,2019
7072,2019-05-18,연동,45.16,17.4,73.0,4.4,5,5,564957,2019
7073,2019-05-19,연동,76.57,17.3,10.5,3.6,5,6,534805,2019
7074,2019-05-20,연동,55.28,8.7,3.5,1.8,5,0,521508,2019
7075,2019-05-21,연동,87.89,10.0,0.0,1.2,5,1,561575,2019
7076,2019-05-22,연동,95.57,14.4,0.0,2.4,5,2,617063,2019
7077,2019-05-23,연동,95.57,18.6,0.0,3.1,5,3,564036,2019
7078,2019-05-24,연동,91.5,20.4,0.0,3.0,5,4,582667,2019
7079,2019-05-25,연동,83.44,20.7,0.0,2.5,5,5,549942,2019
7080,2019-05-26,연동,84.88,17.1,1.0,5.3,5,6,542512,2019
7081,2019-05-27,연동,49.69,15.2,208.5,7.0,5,0,581354,2019
7082,2019-05-28,연동,88.56,10.7,0.0,1.8,5,1,554564,2019
7083,2019-05-29,연동,95.57,14.3,0.0,0.9,5,2,532791,2019
7084,2019-05-30,연동,87.9,14.6,0.0,1.0,5,3,515464,2019
7085,2019-05-31,연동,58.38,10.7,6.0,1.6,5,4,609522,2019
7086,2019-06-01,연동,89.16,12.8,0.0,1.5,6,5,473582,2019
7087,2019-06-02,연동,89.16,13.8,0.0,0.6,6,6,486229,2019
7088,2019-06-03,연동,95.08,14.3,0.0,1.0,6,0,503305,2019
7089,2019-06-04,연동,89.16,16.1,0.0,1.0,6,1,498030,2019
7090,2019-06-05,연동,98.23,17.1,0.0,0.7,6,2,524569,2019
7091,2019-06-06,연동,57.34,17.4,52.5,4.7,6,3,437033,2019
7092,2019-06-07,연동,77.64,13.6,4.5,4.8,6,4,535541,2019
7093,2019-06-08,연동,63.18,14.0,0.5,0.8,6,5,538943,2019
7094,2019-06-09,연동,87.49,13.7,0.0,0.8,6,6,480344,2019
7095,2019-06-10,연동,87.49,12.5,0.0,0.6,6,0,513981,2019
7096,2019-06-11,연동,59.62,13.2,0.0,1.4,6,1,488983,2019
7097,2019-06-12,연동,86.62,12.7,0.0,1.0,6,2,547191,2019
7098,2019-06-13,연동,94.89,14.8,0.0,1.1,6,3,533986,2019
7099,2019-06-14,연동,52.5,13.7,64.5,2.6,6,4,542706,2019
7100,2019-06-15,연동,90.07,12.3,0.5,1.8,6,5,519132,2019
7101,2019-06-16,연동,85.82,12.3,0.0,0.8,6,6,509962,2019
7102,2019-06-17,연동,90.83,16.7,0.0,0.8,6,0,532231,2019
7103,2019-06-18,연동,82.65,15.5,1.0,0.9,6,1,537991,2019
7104,2019-06-19,연동,89.16,15.1,0.5,0.9,6,2,532181,2019
7105,2019-06-20,연동,96.75,16.5,0.0,0.7,6,3,533047,2019
7106,2019-06-21,연동,90.83,16.0,0.0,0.6,6,4,549146,2019
7107,2019-06-22,연동,66.13,15.2,0.0,0.7,6,5,550876,2019
7108,2019-06-23,연동,93.41,14.6,0.0,1.6,6,6,534415,2019
7109,2019-06-24,연동,96.75,15.9,0.0,1.1,6,0,541862,2019
7110,2019-06-25,연동,93.22,18.1,0.0,1.2,6,1,594202,2019
7111,2019-06-26,연동,50.83,19.8,160.0,2.8,6,2,574455,2019
7112,2019-06-27,연동,80.13,20.8,0.0,2.2,6,3,616604,2019
7113,2019-06-28,연동,90.83,19.0,0.0,1.5,6,4,592266,2019
7114,2019-06-29,연동,39.9,20.4,19.0,6.9,6,5,530875,2019
7115,2019-06-30,연동,64.0,18.9,0.5,0.9,6,6,500304,2019
7116,2019-07-01,연동,85.99,16.9,4.5,0.4,7,0,468264,2019
7117,2019-07-02,연동,90.83,16.3,0.0,0.5,7,1,536476,2019
7118,2019-07-03,연동,61.29,16.4,0.0,1.0,7,2,539816,2019
7119,2019-07-04,연동,98.23,16.4,0.0,0.6,7,3,558518,2019
7120,2019-07-05,연동,89.16,17.5,0.0,0.9,7,4,550219,2019
7121,2019-07-06,연동,93.22,19.0,0.0,1.5,7,5,522579,2019
7122,2019-07-07,연동,85.82,18.1,0.0,0.9,7,6,486397,2019
7123,2019-07-08,연동,54.39,16.8,13.0,2.0,7,0,556017,2019
7124,2019-07-09,연동,85.82,16.5,5.0,2.3,7,1,566970,2019
7125,2019-07-10,연동,47.49,17.4,30.5,2.9,7,2,572153,2019
7126,2019-07-11,연동,68.02,16.7,0.5,1.9,7,3,580682,2019
7127,2019-07-12,연동,89.16,17.0,1.0,1.1,7,4,541967,2019
7128,2019-07-13,연동,52.5,16.8,27.0,0.8,7,5,561056,2019
7129,2019-07-14,연동,95.08,18.1,0.0,1.2,7,6,520435,2019
7130,2019-07-15,연동,95.08,17.6,0.0,0.6,7,0,552248,2019
7131,2019-07-16,연동,79.93,17.8,0.0,0.7,7,1,545448,2019
7132,2019-07-17,연동,50.28,19.5,4.0,0.8,7,2,616907,2019
7133,2019-07-18,연동,42.42,20.6,70.0,1.3,7,3,593197,2019
7134,2019-07-19,연동,23.95,21.3,352.5,3.6,7,4,562965,2019
7135,2019-07-20,연동,26.49,19.7,350.0,8.7,7,5,533023,2019
7136,2019-07-21,연동,52.98,21.2,2.0,3.5,7,6,487713,2019
7137,2019-07-22,연동,21.33,22.1,34.0,3.7,7,0,546079,2019
7138,2019-07-23,연동,47.05,21.8,0.0,4.4,7,1,588877,2019
7139,2019-07-24,연동,44.51,22.8,0.0,4.8,7,2,635429,2019
