,날짜,시군구,읍면동,평균기온,일강수량,최대풍속
0,20180101,제주시,추자면,5.7,0.0,1.8
1,20180101,제주시,애월읍,-7.6,0.0,3.2
2,20180101,제주시,한림읍,3.2,0.0,3.0
3,20180101,제주시,한경면,3.2,0.0,3.0
4,20180101,제주시,구좌읍,6.2,0.0,5.2
5,20180101,제주시,삼양동,2.8,0.0,3.3
6,20180101,제주시,구좌읍,6.9,0.0,4.6
7,20180101,서귀포시,남원읍,4.2,0.0,2.6
8,20180101,서귀포시,안덕면,5.1,0.0,3.1
9,20180101,제주시,아라동,1.6,0.0,1.8
10,20180101,서귀포시,효돈동,4.2,0.0,2.6
11,20180101,서귀포시,중앙동,4.9,0.0,1.9
12,20180101,제주시,아라동,-6.4,0.0,1.0
13,20180101,제주시,연동,-2.3,0.0,1.1
14,20180101,서귀포시,남원읍,6.4,0.0,4.2
15,20180101,제주시,화북동,-1.1,0.0,3.5
16,20180101,서귀포시,효돈동,4.6,0.0,3.1
17,20180101,제주시,구좌읍,4.6,0.0,2.5
18,20180101,제주시,삼양동,4.2,0.0,3.3
19,20180101,제주시,한림읍,5.7,0.0,3.8
20,20180101,제주시,한경면,5.7,0.0,3.8
21,20180101,서귀포시,성산읍,4.8,0.0,3.1
22,20180101,서귀포시,표선면,4.8,0.0,3.1
23,20180101,서귀포시,예래동,2.6,0.0,4.1
24,20180101,제주시,조천읍,4.2,0.0,3.3
25,20180101,제주시,애월읍,1.9,0.0,5.9
26,20180101,제주시,애월읍,1.9,0.0,2.4
27,20180101,제주시,화북동,4.2,0.0,3.3
28,20180101,서귀포시,대천동,5.1,0.0,2.3
29,20180101,제주시,우도면,6.7,0.0,4.4
30,20180101,서귀포시,대정읍,5.7,0.0,3.8
31,20180101,서귀포시,남원읍,4.6,0.0,3.1
32,20180101,서귀포시,효돈동,6.4,0.0,4.2
33,20180101,제주시,노형동,-2.3,0.0,1.1
34,20180101,제주시,봉개동,0.8,0.0,2.6
35,20180101,제주시,오라동,2.9,0.0,2.4
36,20180101,제주시,용담2동,2.9,0.0,2.4
37,20180101,서귀포시,정방동,4.9,0.0,1.9
38,20180101,제주시,삼도1동,2.9,0.0,2.4
39,20180101,제주시,삼도2동,2.9,0.0,2.4
40,20180101,제주시,일도1동,2.9,0.0,2.4
41,20180101,제주시,아라동,2.9,0.0,2.4
42,20180101,서귀포시,영천동,4.9,0.0,1.9
43,20180101,서귀포시,효돈동,-5.8,0.0,3.4
44,20180101,서귀포시,남원읍,-5.8,0.0,3.4
45,20180101,제주시,용담1동,2.9,0.0,2.4
46,20180101,제주시,이도2동,2.9,0.0,2.4
47,20180101,제주시,일도2동,2.9,0.0,2.4
48,20180101,제주시,건입동,0.8,0.0,2.6
49,20180101,서귀포시,송산동,4.9,0.0,1.9
50,20180101,제주시,애월읍,-5.9,0.0,
51,20180101,제주시,이도1동,2.9,0.0,2.4
52,20180101,서귀포시,예래동,5.3,0.0,2.0
53,20180101,제주시,조천읍,2.8,0.0,3.3
54,20180101,제주시,화북동,2.8,0.0,3.3
55,20180101,제주시,삼양동,-1.1,0.0,3.5
56,20180101,제주시,조천읍,-1.1,0.0,3.5
57,20180101,서귀포시,대정읍,7.4,0.0,8.4
58,20180101,서귀포시,동홍동,4.9,0.0,1.9
59,20180101,서귀포시,서홍동,4.9,0.0,1.9
60,20180101,제주시,도두동,5.0,0.0,2.5
61,20180101,제주시,이호동,5.0,0.0,2.5
62,20180101,제주시,외도동,5.0,0.0,2.5
63,20180101,서귀포시,중문동,-2.7,0.0,3.2
64,20180101,서귀포시,대륜동,4.9,0.0,1.9
65,20180101,서귀포시,대정읍,6.8,0.0,6.9
66,20180101,서귀포시,천지동,4.9,0.0,1.9
67,20180102,서귀포시,효돈동,7.7,0.0,3.7
68,20180102,제주시,봉개동,1.0,0.0,1.5
69,20180102,제주시,한경면,4.3,0.0,2.6
70,20180102,서귀포시,대정읍,8.4,0.0,4.3
71,20180102,제주시,이도1동,3.8,0.0,2.7
72,20180102,제주시,애월읍,-2.3,0.0,2.1
73,20180102,서귀포시,남원읍,7.7,0.0,3.7
74,20180102,제주시,구좌읍,7.5,0.0,2.6
75,20180102,제주시,조천읍,5.0,0.0,1.9
76,20180102,서귀포시,중앙동,7.2,0.0,1.6
77,20180102,제주시,삼양동,5.0,0.0,1.9
78,20180102,제주시,노형동,-0.4,0.0,0.6
79,20180102,제주시,연동,-0.4,0.0,0.6
80,20180102,서귀포시,예래동,6.9,0.0,1.3
81,20180102,제주시,건입동,1.0,0.0,1.5
82,20180102,제주시,일도2동,3.8,0.0,2.7
83,20180102,제주시,용담2동,3.8,0.0,2.7
84,20180102,제주시,삼도1동,3.8,0.0,2.7
85,20180102,제주시,이도2동,3.8,0.0,2.7
86,20180102,제주시,일도1동,3.8,0.0,2.7
87,20180102,서귀포시,예래동,4.7,0.0,2.8
88,20180102,제주시,한경면,6.9,0.0,2.9
89,20180102,제주시,용담1동,3.8,0.0,2.7
90,20180102,제주시,오라동,3.8,0.0,2.7
91,20180102,제주시,아라동,3.8,0.0,2.7
92,20180102,서귀포시,중문동,0.0,0.0,1.9
93,20180102,서귀포시,대정읍,9.3,0.0,
94,20180102,제주시,외도동,6.0,0.0,2.1
95,20180102,제주시,이호동,6.0,0.0,2.1
96,20180102,제주시,한림읍,6.9,0.0,2.9
97,20180102,제주시,도두동,6.0,0.0,2.1
98,20180102,제주시,삼도2동,3.8,0.0,2.7
99,20180102,제주시,구좌읍,6.9,0.0,3.1
100,20180102,서귀포시,성산읍,5.3,0.0,2.8
101,20180102,서귀포시,대정읍,6.8,0.0,2.8
102,20180102,서귀포시,대륜동,7.2,0.0,1.6
103,20180102,제주시,아라동,2.7,0.0,1.5
104,20180102,서귀포시,효돈동,5.7,0.0,2.4
105,20180102,서귀포시,천지동,7.2,0.0,1.6
106,20180102,서귀포시,서홍동,7.2,0.0,1.6
107,20180102,제주시,우도면,8.0,0.0,3.0
108,20180102,서귀포시,표선면,5.3,0.0,2.8
109,20180102,서귀포시,남원읍,5.7,0.0,2.4
110,20180102,서귀포시,대천동,,0.0,
111,20180102,서귀포시,남원읍,-2.1,0.0,2.7
112,20180102,서귀포시,송산동,7.2,0.0,1.6
113,20180102,제주시,애월읍,3.6,0.0,3.7
114,20180102,서귀포시,정방동,7.2,0.0,1.6
115,20180102,제주시,추자면,6.8,0.0,2.2
116,20180102,서귀포시,효돈동,-2.1,0.0,2.7
117,20180102,제주시,아라동,-2.9,0.0,3.1
118,20180102,서귀포시,영천동,7.2,0.0,1.6
119,20180102,서귀포시,안덕면,6.4,0.0,2.5
120,20180102,제주시,화북동,5.0,0.0,1.9
121,20180102,제주시,한림읍,4.3,0.0,2.6
122,20180102,제주시,화북동,0.4,0.0,2.4
123,20180102,제주시,삼양동,0.4,0.0,2.4
124,20180102,제주시,조천읍,0.4,0.0,2.4
125,20180102,제주시,애월읍,3.1,0.0,1.7
126,20180102,제주시,애월읍,-4.8,0.0,2.3
127,20180102,제주시,화북동,3.0,0.0,1.4
128,20180102,제주시,조천읍,3.0,0.0,1.4
129,20180102,제주시,구좌읍,3.9,0.0,1.4
130,20180102,서귀포시,남원읍,5.5,0.0,2.4
131,20180102,서귀포시,효돈동,5.5,0.0,2.4
132,20180102,서귀포시,동홍동,7.2,0.0,1.6
133,20180102,제주시,삼양동,3.0,0.0,1.4
134,20180103,서귀포시,중문동,-0.4,0.0,4.0
135,20180103,서귀포시,안덕면,3.9,0.0,5.9
136,20180103,서귀포시,효돈동,6.7,0.0,2.3
137,20180103,제주시,이호동,4.1,0.0,2.6
138,20180103,서귀포시,성산읍,4.0,0.0,5.0
139,20180103,서귀포시,표선면,4.0,0.0,5.0
140,20180103,서귀포시,대천동,7.4,0.0,1.8
141,20180103,서귀포시,남원읍,6.7,0.0,2.3
142,20180103,제주시,한림읍,4.6,0.0,5.5
143,20180103,서귀포시,남원읍,4.1,0.0,3.9
144,20180103,제주시,애월읍,-3.9,0.0,3.6
145,20180103,제주시,삼양동,1.8,0.0,4.9
146,20180103,제주시,구좌읍,3.7,0.0,3.3
147,20180103,서귀포시,효돈동,4.1,0.0,3.9
148,20180103,서귀포시,예래동,5.1,0.0,4.0
149,20180103,제주시,노형동,-0.9,0.0,1.1
150,20180103,제주시,한림읍,2.1,0.0,5.0
151,20180103,서귀포시,효돈동,-3.2,0.0,4.3
152,20180103,서귀포시,동홍동,7.6,0.0,1.1
153,20180103,서귀포시,남원읍,-3.2,0.0,4.3
154,20180103,제주시,아라동,2.5,0.0,2.0
155,20180103,제주시,한경면,4.6,0.0,5.5
156,20180103,제주시,연동,-0.9,0.0,1.1
157,20180103,제주시,아라동,-4.0,0.0,3.4
158,20180103,제주시,삼도1동,2.5,0.0,2.0
159,20180103,제주시,조천읍,1.8,0.0,4.9
160,20180103,제주시,삼도2동,2.5,0.0,2.0
161,20180103,서귀포시,예래동,6.9,0.0,2.2
162,20180103,제주시,아라동,1.1,0.0,2.5
163,20180103,제주시,도두동,4.1,0.0,2.6
164,20180103,제주시,외도동,4.1,0.0,2.6
165,20180103,제주시,애월읍,0.8,0.0,7.9
166,20180103,제주시,오라동,2.5,0.0,2.0
167,20180103,서귀포시,대륜동,7.6,0.0,1.1
168,20180103,제주시,삼양동,3.0,0.0,4.3
169,20180103,제주시,삼양동,-1.7,0.0,4.2
170,20180103,제주시,조천읍,-1.7,0.0,4.2
171,20180103,서귀포시,송산동,7.6,0.0,1.1
172,20180103,서귀포시,효돈동,6.7,0.0,5.2
173,20180103,서귀포시,남원읍,6.7,0.0,5.2
174,20180103,제주시,봉개동,0.0,0.0,3.4
175,20180103,서귀포시,영천동,7.6,0.0,1.1
176,20180103,제주시,화북동,-1.7,0.0,4.2
177,20180103,서귀포시,천지동,7.6,0.0,1.1
178,20180103,서귀포시,대정읍,6.3,0.0,12.0
179,20180103,서귀포시,중앙동,7.6,0.0,1.1
180,20180103,서귀포시,정방동,7.6,0.0,1.1
181,20180103,제주시,건입동,0.0,0.0,3.4
182,20180103,제주시,조천읍,3.0,0.0,4.3
183,20180103,서귀포시,대정읍,5.9,0.0,10.1
184,20180103,서귀포시,서홍동,7.6,0.0,1.1
185,20180103,제주시,용담2동,2.5,0.0,2.0
186,20180103,제주시,일도2동,2.5,0.0,2.0
187,20180103,제주시,화북동,1.8,0.0,4.9
188,20180103,제주시,한경면,2.1,0.0,5.0
189,20180103,제주시,화북동,3.0,0.0,4.3
190,20180103,제주시,용담1동,2.5,0.0,2.0
191,20180103,제주시,구좌읍,4.5,0.0,6.9
192,20180103,제주시,애월읍,-5.2,0.0,4.0
193,20180103,서귀포시,대정읍,5.2,0.0,6.3
194,20180103,제주시,추자면,3.6,0.0,2.2
195,20180103,제주시,애월읍,0.8,0.0,3.5
196,20180103,제주시,이도2동,2.5,0.0,2.0
197,20180103,제주시,일도1동,2.5,0.0,2.0
198,20180103,제주시,이도1동,2.5,0.0,2.0
199,20180103,제주시,구좌읍,5.0,0.0,5.9
200,20180103,제주시,우도면,5.1,0.0,5.2
201,20180104,서귀포시,대정읍,5.5,3.0,11.8
202,20180104,제주시,아라동,-1.8,2.5,2.3
203,20180104,제주시,한림읍,3.5,1.0,3.8
204,20180104,서귀포시,예래동,4.3,2.0,2.1
205,20180104,제주시,애월읍,-1.6,2.0,1.2
206,20180104,제주시,삼도2동,1.5,1.0,1.4
207,20180104,제주시,조천읍,2.1,0.5,2.9
208,20180104,서귀포시,대정읍,5.0,4.0,10.1
209,20180104,제주시,우도면,4.1,0.0,3.9
210,20180104,제주시,삼양동,2.1,0.5,2.9
211,20180104,서귀포시,대천동,6.4,4.0,1.7
212,20180104,제주시,화북동,2.1,0.5,2.9
213,20180104,제주시,이호동,3.3,0.5,1.8
214,20180104,제주시,한경면,3.5,1.0,3.8
215,20180104,서귀포시,중문동,-0.2,2.5,1.4
216,20180104,제주시,삼양동,0.9,0.5,3.5
217,20180104,제주시,삼양동,-1.7,1.0,2.2
218,20180104,제주시,구좌읍,2.6,0.0,2.5
219,20180104,제주시,노형동,-1.8,1.5,
220,20180104,제주시,연동,-1.8,1.5,
221,20180104,서귀포시,남원읍,5.5,1.0,3.6
222,20180104,서귀포시,효돈동,5.5,1.0,3.6
223,20180104,제주시,봉개동,-1.1,1.0,2.1
224,20180104,서귀포시,예래동,6.2,7.0,1.1
225,20180104,제주시,건입동,-1.1,1.0,2.1
226,20180104,제주시,애월읍,-2.9,0.0,1.7
227,20180104,제주시,구좌읍,3.9,0.0,4.2
228,20180104,제주시,화북동,-1.7,1.0,2.2
229,20180104,제주시,추자면,2.7,0.0,2.1
230,20180104,제주시,화북동,0.9,0.5,3.5
231,20180104,제주시,조천읍,-1.7,1.0,2.2
232,20180104,제주시,조천읍,0.9,0.5,3.5
233,20180104,서귀포시,성산읍,3.1,1.0,5.0
234,20180104,제주시,삼도1동,1.5,1.0,1.4
235,20180104,제주시,외도동,3.3,0.5,1.8
236,20180104,제주시,한림읍,0.9,0.0,4.8
237,20180104,서귀포시,대정읍,3.9,2.5,5.8
238,20180104,제주시,한경면,0.9,0.0,4.8
239,20180104,제주시,이도2동,1.5,1.0,1.4
240,20180104,제주시,애월읍,-0.1,2.0,2.0
241,20180104,제주시,애월읍,-0.1,1.0,5.9
242,20180104,제주시,구좌읍,3.4,0.0,3.5
243,20180104,서귀포시,영천동,6.9,5.0,1.4
244,20180104,서귀포시,송산동,6.9,5.0,1.4
245,20180104,서귀포시,천지동,6.9,5.0,1.4
246,20180104,서귀포시,동홍동,6.9,5.0,1.4
247,20180104,서귀포시,서홍동,6.9,5.0,1.4
248,20180104,제주시,용담1동,1.5,1.0,1.4
249,20180104,제주시,오라동,1.5,1.0,1.4
250,20180104,제주시,아라동,1.5,1.0,1.4
251,20180104,서귀포시,남원읍,-1.3,2.0,2.3
252,20180104,서귀포시,대륜동,6.9,5.0,1.4
253,20180104,제주시,용담2동,1.5,1.0,1.4
254,20180104,서귀포시,표선면,3.1,1.0,5.0
255,20180104,제주시,도두동,3.3,0.5,1.8
256,20180104,서귀포시,효돈동,3.2,1.0,2.5
257,20180104,서귀포시,남원읍,3.2,1.0,2.5
258,20180104,서귀포시,효돈동,5.4,2.5,1.4
259,20180104,서귀포시,남원읍,5.4,2.5,1.4
260,20180104,제주시,아라동,0.1,1.0,1.3
261,20180104,서귀포시,안덕면,2.9,3.0,5.9
262,20180104,서귀포시,중앙동,6.9,5.0,1.4
263,20180104,서귀포시,정방동,6.9,5.0,1.4
264,20180104,제주시,일도1동,1.5,1.0,1.4
265,20180104,제주시,일도2동,1.5,1.0,1.4
266,20180104,제주시,이도1동,1.5,1.0,1.4
267,20180104,서귀포시,효돈동,-1.3,2.0,2.3
268,20180105,제주시,애월읍,0.5,4.5,2.3
269,20180105,서귀포시,대정읍,6.5,2.5,10.4
270,20180105,서귀포시,예래동,4.1,3.0,2.6
271,20180105,서귀포시,대정읍,5.9,3.5,9.0
272,20180105,제주시,애월읍,0.5,3.0,6.3
273,20180105,서귀포시,동홍동,5.8,4.5,2.4
274,20180105,서귀포시,남원읍,3.2,2.5,3.8
275,20180105,서귀포시,대륜동,5.8,4.5,2.4
276,20180105,제주시,아라동,0.7,4.5,2.4
277,20180105,서귀포시,효돈동,4.1,3.0,3.0
278,20180105,제주시,삼도2동,2.2,3.5,2.4
279,20180105,서귀포시,남원읍,4.1,3.0,3.0
280,20180105,서귀포시,영천동,5.8,4.5,2.4
281,20180105,서귀포시,송산동,5.8,4.5,2.4
282,20180105,서귀포시,정방동,5.8,4.5,2.4
283,20180105,서귀포시,대천동,4.7,4.0,3.3
284,20180105,서귀포시,효돈동,5.5,3.0,4.8
285,20180105,서귀포시,효돈동,-5.3,2.5,3.9
286,20180105,제주시,우도면,5.5,1.0,5.1
287,20180105,제주시,오라동,2.2,3.5,2.4
288,20180105,제주시,삼도1동,2.2,3.5,2.4
289,20180105,제주시,한경면,4.3,4.0,4.3
290,20180105,제주시,한림읍,4.3,4.0,4.3
291,20180105,서귀포시,서홍동,5.8,4.5,2.4
292,20180105,서귀포시,표선면,3.7,3.0,4.4
293,20180105,제주시,추자면,4.1,0.0,2.2
294,20180105,제주시,노형동,-1.7,3.5,
295,20180105,서귀포시,남원읍,5.5,3.0,4.8
296,20180105,제주시,연동,-1.7,3.5,
297,20180105,서귀포시,중앙동,5.8,4.5,2.4
298,20180105,서귀포시,천지동,5.8,4.5,2.4
299,20180105,제주시,아라동,2.2,3.5,2.4
300,20180105,서귀포시,성산읍,3.7,3.0,4.4
301,20180105,서귀포시,안덕면,3.6,3.5,4.9
302,20180105,제주시,구좌읍,3.4,3.0,3.1
303,20180105,서귀포시,효돈동,3.2,2.5,3.8
304,20180105,제주시,조천읍,3.2,3.5,4.3
305,20180105,제주시,이도1동,2.2,3.5,2.4
306,20180105,제주시,이도2동,2.2,3.5,2.4
307,20180105,제주시,삼양동,3.2,3.5,4.3
308,20180105,제주시,한림읍,1.5,0.0,3.8
309,20180105,제주시,외도동,4.2,4.0,3.1
310,20180105,제주시,용담2동,2.2,3.5,2.4
311,20180105,제주시,용담1동,2.2,3.5,2.4
312,20180105,제주시,도두동,4.2,4.0,3.1
313,20180105,서귀포시,대정읍,4.7,3.0,5.4
314,20180105,제주시,일도1동,2.2,3.5,2.4
315,20180105,제주시,화북동,3.2,3.5,4.3
316,20180105,제주시,일도2동,2.2,3.5,2.4
317,20180105,제주시,애월읍,-6.5,2.0,4.1
318,20180105,제주시,한경면,1.5,0.0,3.8
319,20180105,제주시,삼양동,-1.8,2.0,3.1
320,20180105,제주시,조천읍,-1.8,2.0,3.1
321,20180105,제주시,이호동,4.2,4.0,3.1
322,20180105,서귀포시,남원읍,-5.3,2.5,3.9
323,20180105,제주시,아라동,-5.7,3.0,1.9
324,20180105,제주시,애월읍,-5.4,2.5,1.6
325,20180105,서귀포시,중문동,-4.0,3.0,3.1
326,20180105,제주시,삼양동,1.7,2.0,3.9
327,20180105,서귀포시,예래동,1.6,3.0,5.2
328,20180105,제주시,구좌읍,5.2,3.0,5.9
329,20180105,제주시,구좌읍,4.5,3.0,5.1
330,20180105,제주시,건입동,-0.4,4.5,3.2
331,20180105,제주시,봉개동,-0.4,4.5,3.2
332,20180105,제주시,화북동,-1.8,2.0,3.1
333,20180105,제주시,화북동,1.7,2.0,3.9
334,20180105,제주시,조천읍,1.7,2.0,3.9
335,20180106,제주시,구좌읍,4.2,0.0,2.9
336,20180106,제주시,연동,-1.8,0.0,
337,20180106,서귀포시,남원읍,4.4,0.0,3.0
338,20180106,제주시,한림읍,5.3,0.0,4.3
339,20180106,서귀포시,안덕면,4.9,0.0,4.3
340,20180106,제주시,봉개동,0.5,0.0,3.0
341,20180106,서귀포시,성산읍,5.0,0.0,4.5
342,20180106,제주시,도두동,4.6,0.0,2.7
343,20180106,서귀포시,표선면,5.0,0.0,4.5
344,20180106,서귀포시,대정읍,7.3,0.0,10.3
345,20180106,제주시,애월읍,-4.3,0.0,2.2
346,20180106,서귀포시,대정읍,6.7,0.0,8.8
347,20180106,서귀포시,효돈동,4.4,0.0,3.0
348,20180106,제주시,노형동,-1.8,0.0,
349,20180106,서귀포시,대정읍,5.8,0.0,5.4
350,20180106,제주시,이호동,4.6,0.0,2.7
351,20180106,제주시,일도1동,2.9,0.0,2.8
352,20180106,제주시,애월읍,-6.0,0.0,3.6
353,20180106,서귀포시,대륜동,5.1,0.0,1.5
354,20180106,제주시,용담1동,2.9,0.0,2.8
355,20180106,제주시,이도1동,2.9,0.0,2.8
356,20180106,제주시,이도2동,2.9,0.0,2.8
357,20180106,제주시,용담2동,2.9,0.0,2.8
358,20180106,제주시,일도2동,2.9,0.0,2.8
359,20180106,제주시,삼도2동,2.9,0.0,2.8
360,20180106,제주시,삼도1동,2.9,0.0,2.8
361,20180106,제주시,아라동,2.9,0.0,2.8
362,20180106,제주시,한경면,2.9,0.0,3.8
363,20180106,제주시,구좌읍,5.5,0.0,4.5
364,20180106,제주시,한림읍,2.9,0.0,3.8
365,20180106,제주시,애월읍,1.4,0.0,6.7
366,20180106,제주시,오라동,2.9,0.0,2.8
367,20180106,제주시,외도동,4.6,0.0,2.7
368,20180106,제주시,애월읍,1.4,0.0,2.7
369,20180106,서귀포시,남원읍,5.5,0.0,2.4
370,20180106,서귀포시,서홍동,5.1,0.0,1.5
371,20180106,서귀포시,영천동,5.1,0.0,1.5
372,20180106,서귀포시,송산동,5.1,0.0,1.5
373,20180106,서귀포시,효돈동,6.7,0.0,3.8
374,20180106,제주시,조천읍,4.2,0.0,4.1
375,20180106,서귀포시,대천동,5.6,0.0,2.4
376,20180106,서귀포시,정방동,5.1,0.0,1.5
377,20180106,제주시,화북동,4.2,0.0,4.1
378,20180106,서귀포시,남원읍,6.7,0.0,3.8
379,20180106,제주시,화북동,3.0,0.0,4.2
380,20180106,제주시,조천읍,3.0,0.0,4.2
381,20180106,제주시,건입동,0.5,0.0,3.0
382,20180106,제주시,삼양동,4.2,0.0,4.1
383,20180106,제주시,삼양동,3.0,0.0,4.2
384,20180106,제주시,추자면,5.3,0.0,2.1
385,20180106,서귀포시,중앙동,5.1,0.0,1.5
386,20180106,서귀포시,예래동,3.2,0.0,4.3
387,20180106,서귀포시,천지동,5.1,0.0,1.5
388,20180106,제주시,아라동,1.4,0.0,2.5
389,20180106,제주시,한경면,5.3,0.0,4.3
390,20180106,서귀포시,효돈동,-5.2,0.0,3.7
391,20180106,서귀포시,중문동,-1.9,0.0,2.8
392,20180106,서귀포시,예래동,5.3,0.0,2.3
393,20180106,서귀포시,효돈동,5.5,0.0,2.4
394,20180106,제주시,아라동,-4.2,0.0,0.9
395,20180106,제주시,우도면,6.3,0.0,4.7
396,20180106,제주시,구좌읍,6.4,0.0,5.4
397,20180106,제주시,삼양동,-0.2,0.0,3.7
398,20180106,제주시,화북동,-0.2,0.0,3.7
399,20180106,제주시,조천읍,-0.2,0.0,3.7
400,20180106,서귀포시,동홍동,5.1,0.0,1.5
401,20180106,서귀포시,남원읍,-5.2,0.0,3.7
402,20180107,제주시,이도2동,6.1,4.5,2.1
403,20180107,제주시,조천읍,7.4,5.0,2.1
404,20180107,제주시,용담1동,6.1,4.5,2.1
405,20180107,서귀포시,중앙동,8.7,5.0,2.4
406,20180107,서귀포시,천지동,8.7,5.0,2.4
407,20180107,서귀포시,중문동,2.0,5.0,1.8
408,20180107,서귀포시,남원읍,6.7,8.0,1.1
409,20180107,제주시,추자면,8.0,4.5,6.3
410,20180107,제주시,화북동,6.0,1.0,1.6
411,20180107,서귀포시,효돈동,6.7,8.0,1.1
412,20180107,제주시,삼양동,6.0,1.0,1.6
413,20180107,제주시,조천읍,6.0,1.0,1.6
414,20180107,서귀포시,안덕면,8.2,3.5,2.7
415,20180107,서귀포시,예래동,8.6,4.5,1.1
416,20180107,제주시,화북동,3.1,11.5,2.4
417,20180107,제주시,화북동,7.4,5.0,2.1
418,20180107,서귀포시,서홍동,8.7,5.0,2.4
419,20180107,제주시,애월읍,1.8,6.0,1.3
420,20180107,서귀포시,송산동,8.7,5.0,2.4
421,20180107,서귀포시,동홍동,8.7,5.0,2.4
422,20180107,제주시,삼양동,7.4,5.0,2.1
423,20180107,서귀포시,정방동,8.7,5.0,2.4
424,20180107,서귀포시,영천동,8.7,5.0,2.4
425,20180107,제주시,일도2동,6.1,4.5,2.1
426,20180107,서귀포시,효돈동,7.1,8.0,1.5
427,20180107,제주시,용담2동,6.1,4.5,2.1
428,20180107,제주시,오라동,6.1,4.5,2.1
429,20180107,서귀포시,대정읍,11.2,7.0,6.1
430,20180107,제주시,조천읍,3.1,11.5,2.4
431,20180107,서귀포시,남원읍,7.1,8.0,1.5
432,20180107,제주시,삼양동,3.1,11.5,2.4
433,20180107,제주시,아라동,1.7,11.0,3.0
434,20180107,제주시,일도1동,6.1,4.5,2.1
435,20180107,제주시,이도1동,6.1,4.5,2.1
436,20180107,서귀포시,대정읍,8.9,4.5,3.3
437,20180107,서귀포시,대륜동,8.7,5.0,2.4
438,20180107,제주시,구좌읍,7.9,9.0,
439,20180107,제주시,도두동,7.5,3.0,1.5
440,20180107,제주시,외도동,7.5,3.0,1.5
441,20180107,제주시,이호동,7.5,3.0,1.5
442,20180107,서귀포시,남원읍,9.0,7.0,2.2
443,20180107,제주시,아라동,4.8,5.0,1.7
444,20180107,제주시,한경면,6.5,3.5,2.4
445,20180107,서귀포시,성산읍,8.3,4.5,1.8
446,20180107,제주시,구좌읍,6.8,6.5,1.1
447,20180107,제주시,애월읍,4.9,3.5,1.0
448,20180107,제주시,구좌읍,8.3,6.0,1.6
449,20180107,서귀포시,예래동,6.5,3.5,3.2
450,20180107,서귀포시,효돈동,9.0,7.0,2.2
451,20180107,제주시,우도면,9.7,7.0,2.1
452,20180107,제주시,한림읍,8.0,2.0,1.4
453,20180107,서귀포시,표선면,8.3,4.5,1.8
454,20180107,제주시,한경면,8.0,2.0,1.4
455,20180107,제주시,건입동,4.5,5.0,2.4
456,20180107,제주시,아라동,6.1,4.5,2.1
457,20180107,제주시,연동,1.9,5.0,0.4
458,20180107,제주시,삼도1동,6.1,4.5,2.1
459,20180107,제주시,삼도2동,6.1,4.5,2.1
460,20180107,제주시,노형동,1.9,5.0,0.4
461,20180107,제주시,애월읍,6.2,3.0,3.4
462,20180107,제주시,봉개동,4.5,5.0,2.4
463,20180107,서귀포시,대천동,8.2,5.0,2.2
464,20180107,제주시,한림읍,6.5,3.5,2.4
465,20180107,제주시,애월읍,-0.3,7.0,2.9
466,20180107,서귀포시,대정읍,10.1,6.0,5.3
467,20180107,서귀포시,효돈동,0.7,11.5,2.6
468,20180107,서귀포시,남원읍,0.7,11.5,2.6
469,20180108,제주시,삼양동,7.4,5.0,4.4
470,20180108,서귀포시,중앙동,9.3,3.0,2.9
471,20180108,서귀포시,동홍동,9.3,3.0,2.9
472,20180108,서귀포시,대륜동,9.3,3.0,2.9
473,20180108,서귀포시,서홍동,9.3,3.0,2.9
474,20180108,서귀포시,천지동,9.3,3.0,2.9
475,20180108,제주시,화북동,2.9,20.0,3.3
476,20180108,제주시,조천읍,2.9,20.0,3.3
477,20180108,제주시,한림읍,7.6,5.0,3.4
478,20180108,제주시,애월읍,-1.0,14.0,3.9
479,20180108,서귀포시,대천동,8.9,3.5,3.3
480,20180108,제주시,한경면,7.6,5.0,3.4
481,20180108,서귀포시,영천동,9.3,3.0,2.9
482,20180108,서귀포시,송산동,9.3,3.0,2.9
483,20180108,서귀포시,정방동,9.3,3.0,2.9
484,20180108,서귀포시,안덕면,7.6,4.0,3.5
485,20180108,제주시,아라동,6.3,6.0,3.0
486,20180108,제주시,추자면,6.7,5.0,4.2
487,20180108,제주시,구좌읍,8.7,8.0,4.4
488,20180108,서귀포시,남원읍,9.3,3.5,3.4
489,20180108,제주시,삼도2동,6.3,6.0,3.0
490,20180108,서귀포시,성산읍,8.2,5.5,3.6
491,20180108,제주시,화북동,6.3,0.0,3.8
492,20180108,제주시,용담2동,6.3,6.0,3.0
493,20180108,제주시,건입동,4.5,7.5,3.8
494,20180108,제주시,이도2동,6.3,6.0,3.0
495,20180108,제주시,용담1동,6.3,6.0,3.0
496,20180108,제주시,조천읍,6.3,0.0,3.8
497,20180108,제주시,봉개동,4.5,7.5,3.8
498,20180108,제주시,오라동,6.3,6.0,3.0
499,20180108,제주시,삼양동,6.3,0.0,3.8
500,20180108,제주시,삼도1동,6.3,6.0,3.0
501,20180108,서귀포시,효돈동,9.3,3.5,3.4
502,20180108,서귀포시,대정읍,8.6,5.0,5.6
503,20180108,제주시,화북동,7.4,5.0,4.4
504,20180108,제주시,조천읍,7.4,5.0,4.4
505,20180108,제주시,구좌읍,9.3,3.0,6.2
506,20180108,서귀포시,남원읍,7.0,9.0,2.5
