,일시,도,시군구,관광기후지수,관광기후등급
1482,2018-11-27 00:00,제주,제주시,71.73,좋음
399,2018-11-27 00:00,제주,서귀포시,74.1,좋음
1481,2018-11-28 00:00,제주,제주시,69.36,좋음
398,2018-11-28 00:00,제주,서귀포시,71.05,좋음
1480,2018-11-29 00:00,제주,제주시,71.05,좋음
397,2018-11-29 00:00,제주,서귀포시,71.05,좋음
1479,2018-11-30 00:00,제주,제주시,66.66,좋음
396,2018-11-30 00:00,제주,서귀포시,64.29,좋음
1478,2018-12-01 00:00,제주,제주시,61.21,좋음
395,2018-12-01 00:00,제주,서귀포시,58.38,보통
394,2018-12-02 00:00,제주,서귀포시,38.64,나쁨
1477,2018-12-02 00:00,제주,제주시,45.84,보통
393,2018-12-03 00:00,제주,서귀포시,49.82,보통
1476,2018-12-03 00:00,제주,제주시,55.58,보통
392,2018-12-04 00:00,제주,서귀포시,42.97,보통
1475,2018-12-04 00:00,제주,제주시,37.37,나쁨
391,2018-12-05 00:00,제주,서귀포시,59.92,보통
1474,2018-12-05 00:00,제주,제주시,54.22,보통
390,2018-12-06 00:00,제주,서귀포시,25.39,나쁨
1473,2018-12-06 00:00,제주,제주시,17.88,나쁨
389,2018-12-07 00:00,제주,서귀포시,48.27,보통
1472,2018-12-07 00:00,제주,제주시,18.21,나쁨
388,2018-12-08 00:00,제주,서귀포시,46.98,보통
1471,2018-12-08 00:00,제주,제주시,21.6,나쁨
387,2018-12-09 00:00,제주,서귀포시,48.52,보통
1470,2018-12-09 00:00,제주,제주시,42.34,보통
386,2018-12-10 00:00,제주,서귀포시,54.22,보통
1469,2018-12-10 00:00,제주,제주시,54.22,보통
385,2018-12-11 00:00,제주,서귀포시,26.81,나쁨
1468,2018-12-11 00:00,제주,제주시,22.44,나쁨
1467,2018-12-12 00:00,제주,제주시,30.5,나쁨
384,2018-12-12 00:00,제주,서귀포시,52.89,보통
1466,2018-12-13 00:00,제주,제주시,51.14,보통
383,2018-12-13 00:00,제주,서귀포시,55.76,보통
1465,2018-12-14 00:00,제주,제주시,46.98,보통
382,2018-12-14 00:00,제주,서귀포시,54.47,보통
1464,2018-12-15 00:00,제주,제주시,52.89,보통
381,2018-12-15 00:00,제주,서귀포시,57.3,보통
1463,2018-12-16 00:00,제주,제주시,27.18,나쁨
380,2018-12-16 00:00,제주,서귀포시,31.55,나쁨
1462,2018-12-17 00:00,제주,제주시,46.52,보통
379,2018-12-17 00:00,제주,서귀포시,57.09,보통
378,2018-12-18 00:00,제주,서귀포시,58.63,보통
1461,2018-12-18 00:00,제주,제주시,57.09,보통
377,2018-12-19 00:00,제주,서귀포시,58.38,보통
1460,2018-12-19 00:00,제주,제주시,61.21,좋음
1459,2018-12-20 00:00,제주,제주시,31.28,나쁨
376,2018-12-20 00:00,제주,서귀포시,28.14,나쁨
375,2018-12-21 00:00,제주,서귀포시,37.31,나쁨
1458,2018-12-21 00:00,제주,제주시,58.11,보통
374,2018-12-22 00:00,제주,서귀포시,42.26,보통
1457,2018-12-22 00:00,제주,제주시,61.46,좋음
373,2018-12-23 00:00,제주,서귀포시,33.15,나쁨
1456,2018-12-23 00:00,제주,제주시,22.56,나쁨
1455,2018-12-24 00:00,제주,제주시,46.98,보통
372,2018-12-24 00:00,제주,서귀포시,57.3,보통
1454,2018-12-25 00:00,제주,제주시,55.76,보통
371,2018-12-25 00:00,제주,서귀포시,55.76,보통
370,2018-12-26 00:00,제주,서귀포시,31.92,나쁨
1453,2018-12-26 00:00,제주,제주시,28.84,나쁨
369,2018-12-27 00:00,제주,서귀포시,46.73,보통
1452,2018-12-27 00:00,제주,제주시,40.82,보통
1451,2018-12-28 00:00,제주,제주시,20.02,나쁨
368,2018-12-28 00:00,제주,서귀포시,41.28,보통
1450,2018-12-29 00:00,제주,제주시,27.9,나쁨
367,2018-12-29 00:00,제주,서귀포시,42.82,보통
366,2018-12-30 00:00,제주,서귀포시,50.06,보통
1449,2018-12-30 00:00,제주,제주시,46.98,보통
365,2018-12-31 00:00,제주,서귀포시,48.52,보통
1448,2018-12-31 00:00,제주,제주시,46.98,보통
364,2019-01-01 00:00,제주,서귀포시,43.88,보통
1447,2019-01-01 00:00,제주,제주시,39.26,나쁨
1446,2019-01-02 00:00,제주,제주시,46.98,보통
363,2019-01-02 00:00,제주,서귀포시,50.06,보통
362,2019-01-03 00:00,제주,서귀포시,57.3,보통
1445,2019-01-03 00:00,제주,제주시,48.52,보통
361,2019-01-04 00:00,제주,서귀포시,30.32,나쁨
1444,2019-01-04 00:00,제주,제주시,29.05,나쁨
360,2019-01-05 00:00,제주,서귀포시,30.38,나쁨
1443,2019-01-05 00:00,제주,제주시,48.04,보통
359,2019-01-06 00:00,제주,서귀포시,54.22,보통
1442,2019-01-06 00:00,제주,제주시,49.81,보통
358,2019-01-07 00:00,제주,서귀포시,57.09,보통
1441,2019-01-07 00:00,제주,제주시,51.35,보통
1440,2019-01-08 00:00,제주,제주시,48.27,보통
357,2019-01-08 00:00,제주,서귀포시,57.09,보통
356,2019-01-09 00:00,제주,서귀포시,51.6,보통
1439,2019-01-09 00:00,제주,제주시,48.52,보통
355,2019-01-10 00:00,제주,서귀포시,35.12,나쁨
1438,2019-01-10 00:00,제주,제주시,33.58,나쁨
354,2019-01-11 00:00,제주,서귀포시,31.92,나쁨
1437,2019-01-11 00:00,제주,제주시,31.92,나쁨
1436,2019-01-12 00:00,제주,제주시,27.24,나쁨
353,2019-01-12 00:00,제주,서귀포시,34.96,나쁨
352,2019-01-13 00:00,제주,서귀포시,60.17,좋음
1435,2019-01-13 00:00,제주,제주시,52.68,보통
1434,2019-01-14 00:00,제주,제주시,60.17,좋음
351,2019-01-14 00:00,제주,서귀포시,58.63,보통
1433,2019-01-15 00:00,제주,제주시,49.6,보통
350,2019-01-15 00:00,제주,서귀포시,49.81,보통
349,2019-01-16 00:00,제주,서귀포시,54.47,보통
1432,2019-01-16 00:00,제주,제주시,46.98,보통
348,2019-01-17 00:00,제주,서귀포시,48.52,보통
1431,2019-01-17 00:00,제주,제주시,45.44,보통
347,2019-01-18 00:00,제주,서귀포시,58.84,보통
1430,2019-01-18 00:00,제주,제주시,58.84,보통
346,2019-01-19 00:00,제주,서귀포시,31.67,나쁨
1429,2019-01-19 00:00,제주,제주시,33.21,나쁨
1428,2019-01-20 00:00,제주,제주시,46.73,보통
345,2019-01-20 00:00,제주,서귀포시,51.35,보통
1427,2019-01-21 00:00,제주,제주시,48.27,보통
344,2019-01-21 00:00,제주,서귀포시,55.76,보통
1426,2019-01-22 00:00,제주,제주시,57.09,보통
343,2019-01-22 00:00,제주,서귀포시,55.76,보통
342,2019-01-23 00:00,제주,서귀포시,61.18,좋음
1425,2019-01-23 00:00,제주,제주시,59.64,보통
1424,2019-01-24 00:00,제주,제주시,56.77,보통
341,2019-01-24 00:00,제주,서귀포시,64.01,좋음
340,2019-01-25 00:00,제주,서귀포시,49.81,보통
1423,2019-01-25 00:00,제주,제주시,48.27,보통
339,2019-01-26 00:00,제주,서귀포시,45.44,보통
1422,2019-01-26 00:00,제주,제주시,40.82,보통
338,2019-01-27 00:00,제주,서귀포시,51.35,보통
1421,2019-01-27 00:00,제주,제주시,52.89,보통
337,2019-01-28 00:00,제주,서귀포시,49.81,보통
1420,2019-01-28 00:00,제주,제주시,51.14,보통
336,2019-01-29 00:00,제주,서귀포시,57.3,보통
1419,2019-01-29 00:00,제주,제주시,57.3,보통
1418,2019-01-30 00:00,제주,제주시,31.92,나쁨
335,2019-01-30 00:00,제주,서귀포시,31.92,나쁨
1417,2019-01-31 00:00,제주,제주시,10.58,나쁨
334,2019-01-31 00:00,제주,서귀포시,18.09,나쁨
333,2019-02-01 00:00,제주,서귀포시,51.39,보통
1416,2019-02-01 00:00,제주,제주시,45.44,보통
332,2019-02-02 00:00,제주,서귀포시,55.76,보통
1415,2019-02-02 00:00,제주,제주시,58.59,보통
331,2019-02-03 00:00,제주,서귀포시,29.43,나쁨
1414,2019-02-03 00:00,제주,제주시,33.55,나쁨
330,2019-02-04 00:00,제주,서귀포시,61.71,좋음
1413,2019-02-04 00:00,제주,제주시,55.76,보통
329,2019-02-05 00:00,제주,서귀포시,57.05,보통
1412,2019-02-05 00:00,제주,제주시,58.59,보통
1411,2019-02-06 00:00,제주,제주시,63.0,좋음
328,2019-02-06 00:00,제주,서귀포시,63.0,좋음
1410,2019-02-07 00:00,제주,제주시,28.8,나쁨
327,2019-02-07 00:00,제주,서귀포시,31.67,나쁨
326,2019-02-08 00:00,제주,서귀포시,49.81,보통
1409,2019-02-08 00:00,제주,제주시,44.11,보통
325,2019-02-09 00:00,제주,서귀포시,42.34,보통
1408,2019-02-09 00:00,제주,제주시,39.26,나쁨
1407,2019-02-10 00:00,제주,제주시,46.98,보통
324,2019-02-10 00:00,제주,서귀포시,48.52,보통
1406,2019-02-11 00:00,제주,제주시,42.34,보통
323,2019-02-11 00:00,제주,서귀포시,45.42,보통
1405,2019-02-12 00:00,제주,제주시,51.35,보통
322,2019-02-12 00:00,제주,서귀포시,52.89,보통
1404,2019-02-13 00:00,제주,제주시,49.81,보통
321,2019-02-13 00:00,제주,서귀포시,51.35,보통
320,2019-02-14 00:00,제주,서귀포시,52.89,보통
1403,2019-02-14 00:00,제주,제주시,51.35,보통
319,2019-02-15 00:00,제주,서귀포시,30.32,나쁨
1402,2019-02-15 00:00,제주,제주시,32.04,나쁨
1401,2019-02-16 00:00,제주,제주시,45.44,보통
318,2019-02-16 00:00,제주,서귀포시,51.35,보통
317,2019-02-17 00:00,제주,서귀포시,50.06,보통
1400,2019-02-17 00:00,제주,제주시,46.98,보통
1399,2019-02-18 00:00,제주,제주시,25.85,나쁨
316,2019-02-18 00:00,제주,서귀포시,23.98,나쁨
1398,2019-02-19 00:00,제주,제주시,25.27,나쁨
315,2019-02-19 00:00,제주,서귀포시,29.68,나쁨
1397,2019-02-20 00:00,제주,제주시,51.35,보통
314,2019-02-20 00:00,제주,서귀포시,55.76,보통
313,2019-02-21 00:00,제주,서귀포시,55.76,보통
1396,2019-02-21 00:00,제주,제주시,51.35,보통
1395,2019-02-22 00:00,제주,제주시,31.92,나쁨
312,2019-02-22 00:00,제주,서귀포시,30.32,나쁨
311,2019-02-23 00:00,제주,서귀포시,57.05,보통
1394,2019-02-23 00:00,제주,제주시,57.05,보통
310,2019-02-24 00:00,제주,서귀포시,61.46,좋음
1393,2019-02-24 00:00,제주,제주시,61.46,좋음
309,2019-02-25 00:00,제주,서귀포시,58.59,보통
1392,2019-02-25 00:00,제주,제주시,57.05,보통
308,2019-02-26 00:00,제주,서귀포시,63.0,좋음
1391,2019-02-26 00:00,제주,제주시,60.17,좋음
1390,2019-02-27 00:00,제주,제주시,36.08,나쁨
307,2019-02-27 00:00,제주,서귀포시,33.21,나쁨
306,2019-02-28 00:00,제주,서귀포시,49.58,보통
1389,2019-02-28 00:00,제주,제주시,49.58,보통
305,2019-03-01 00:00,제주,서귀포시,64.01,좋음
1388,2019-03-01 00:00,제주,제주시,65.52,좋음
304,2019-03-02 00:00,제주,서귀포시,31.27,나쁨
1387,2019-03-02 00:00,제주,제주시,32.78,나쁨
303,2019-03-03 00:00,제주,서귀포시,29.59,나쁨
1386,2019-03-03 00:00,제주,제주시,32.32,나쁨
1385,2019-03-04 00:00,제주,제주시,25.52,나쁨
302,2019-03-04 00:00,제주,서귀포시,33.58,나쁨
1384,2019-03-05 00:00,제주,제주시,59.74,보통
301,2019-03-05 00:00,제주,서귀포시,59.74,보통
300,2019-03-06 00:00,제주,서귀포시,28.08,나쁨
1383,2019-03-06 00:00,제주,제주시,24.72,나쁨
299,2019-03-07 00:00,제주,서귀포시,61.45,좋음
1382,2019-03-07 00:00,제주,제주시,59.94,보통
1381,2019-03-08 00:00,제주,제주시,66.36,좋음
298,2019-03-08 00:00,제주,서귀포시,66.36,좋음
1380,2019-03-09 00:00,제주,제주시,33.66,나쁨
297,2019-03-09 00:00,제주,서귀포시,30.64,나쁨
296,2019-03-10 00:00,제주,서귀포시,25.6,나쁨
1379,2019-03-10 00:00,제주,제주시,24.09,나쁨
295,2019-03-11 00:00,제주,서귀포시,49.92,보통
1378,2019-03-11 00:00,제주,제주시,29.76,나쁨
1377,2019-03-12 00:00,제주,제주시,33.54,나쁨
294,2019-03-12 00:00,제주,서귀포시,56.72,보통
1376,2019-03-13 00:00,제주,제주시,64.39,좋음
293,2019-03-13 00:00,제주,서귀포시,63.34,좋음
292,2019-03-14 00:00,제주,서귀포시,62.96,좋음
1375,2019-03-14 00:00,제주,제주시,64.01,좋음
291,2019-03-15 00:00,제주,서귀포시,22.33,나쁨
1374,2019-03-15 00:00,제주,제주시,25.06,나쁨
1373,2019-03-16 00:00,제주,제주시,62.5,좋음
290,2019-03-16 00:00,제주,서귀포시,62.5,좋음
1372,2019-03-17 00:00,제주,제주시,68.92,좋음
289,2019-03-17 00:00,제주,서귀포시,70.43,좋음
288,2019-03-18 00:00,제주,서귀포시,32.61,나쁨
1371,2019-03-18 00:00,제주,제주시,34.29,나쁨
287,2019-03-19 00:00,제주,서귀포시,53.88,보통
1370,2019-03-19 00:00,제주,제주시,72.99,좋음
286,2019-03-20 00:00,제주,서귀포시,26.65,나쁨
1369,2019-03-20 00:00,제주,제주시,29.8,나쁨
285,2019-03-21 00:00,제주,서귀포시,61.84,좋음
1368,2019-03-21 00:00,제주,제주시,55.21,보통
284,2019-03-22 00:00,제주,서귀포시,54.16,보통
1367,2019-03-22 00:00,제주,제주시,52.65,보통
283,2019-03-23 00:00,제주,서귀포시,54.16,보통
1366,2019-03-23 00:00,제주,제주시,53.7,보통
1365,2019-03-24 00:00,제주,제주시,64.85,좋음
282,2019-03-24 00:00,제주,서귀포시,62.29,좋음
1364,2019-03-25 00:00,제주,제주시,59.74,보통
281,2019-03-25 00:00,제주,서귀포시,57.18,보통
1363,2019-03-26 00:00,제주,제주시,68.46,좋음
280,2019-03-26 00:00,제주,서귀포시,71.02,좋음
279,2019-03-27 00:00,제주,서귀포시,60.79,좋음
1362,2019-03-27 00:00,제주,제주시,68.47,좋음
278,2019-03-28 00:00,제주,서귀포시,64.86,좋음
1361,2019-03-28 00:00,제주,제주시,62.3,좋음
277,2019-03-29 00:00,제주,서귀포시,63.81,좋음
1360,2019-03-29 00:00,제주,제주시,62.3,좋음
276,2019-03-30 00:00,제주,서귀포시,32.32,나쁨
1359,2019-03-30 00:00,제주,제주시,30.81,나쁨
275,2019-03-31 00:00,제주,서귀포시,59.94,보통
1358,2019-03-31 00:00,제주,제주시,53.9,보통
274,2019-04-01 00:00,제주,서귀포시,59.94,보통
1357,2019-04-01 00:00,제주,제주시,60.99,좋음
1356,2019-04-02 00:00,제주,제주시,65.52,좋음
273,2019-04-02 00:00,제주,서귀포시,65.52,좋음
1355,2019-04-03 00:00,제주,제주시,67.41,좋음
272,2019-04-03 00:00,제주,서귀포시,67.41,좋음
271,2019-04-04 00:00,제주,서귀포시,64.01,좋음
1354,2019-04-04 00:00,제주,제주시,64.01,좋음
270,2019-04-05 00:00,제주,서귀포시,67.62,좋음
1353,2019-04-05 00:00,제주,제주시,67.62,좋음
1352,2019-04-06 00:00,제주,제주시,79.16,좋음
269,2019-04-06 00:00,제주,서귀포시,74.04,좋음
1351,2019-04-07 00:00,제주,제주시,43.9,보통
268,2019-04-07 00:00,제주,서귀포시,36.22,나쁨
267,2019-04-08 00:00,제주,서귀포시,70.64,좋음
1350,2019-04-08 00:00,제주,제주시,73.2,좋음
266,2019-04-09 00:00,제주,서귀포시,25.14,나쁨
1349,2019-04-09 00:00,제주,제주시,34.33,나쁨
1348,2019-04-10 00:00,제주,제주시,28.96,나쁨
265,2019-04-10 00:00,제주,서귀포시,38.7,나쁨
1347,2019-04-11 00:00,제주,제주시,55.5,보통
264,2019-04-11 00:00,제주,서귀포시,52.94,보통
263,2019-04-12 00:00,제주,서귀포시,72.99,좋음
1346,2019-04-12 00:00,제주,제주시,72.99,좋음
262,2019-04-13 00:00,제주,서귀포시,63.81,좋음
1345,2019-04-13 00:00,제주,제주시,63.81,좋음
1344,2019-04-14 00:00,제주,제주시,41.68,보통
261,2019-04-14 00:00,제주,서귀포시,59.28,보통
1343,2019-04-15 00:00,제주,제주시,72.99,좋음
260,2019-04-15 00:00,제주,서귀포시,71.48,좋음
1342,2019-04-16 00:00,제주,제주시,51.33,보통
259,2019-04-16 00:00,제주,서귀포시,44.7,보통
1341,2019-04-17 00:00,제주,제주시,58.06,보통
258,2019-04-17 00:00,제주,서귀포시,38.7,나쁨
1340,2019-04-18 00:00,제주,제주시,88.35,매우좋음
257,2019-04-18 00:00,제주,서귀포시,76.6,좋음
256,2019-04-19 00:00,제주,서귀포시,70.18,좋음
1339,2019-04-19 00:00,제주,제주시,75.3,좋음
255,2019-04-20 00:00,제주,서귀포시,77.65,좋음
1338,2019-04-20 00:00,제주,제주시,84.28,매우좋음
254,2019-04-21 00:00,제주,서귀포시,74.05,좋음
1337,2019-04-21 00:00,제주,제주시,81.73,매우좋음
1336,2019-04-22 00:00,제주,제주시,85.34,매우좋음
253,2019-04-22 00:00,제주,서귀포시,77.66,좋음
1335,2019-04-23 00:00,제주,제주시,48.64,보통
252,2019-04-23 00:00,제주,서귀포시,36.89,나쁨
1334,2019-04-24 00:00,제주,제주시,79.76,좋음
251,2019-04-24 00:00,제주,서귀포시,57.84,보통
1333,2019-04-25 00:00,제주,제주시,65.91,좋음
250,2019-04-25 00:00,제주,서귀포시,71.49,좋음
249,2019-04-26 00:00,제주,서귀포시,56.55,보통
1332,2019-04-26 00:00,제주,제주시,35.68,나쁨
248,2019-04-27 00:00,제주,서귀포시,59.28,보통
1331,2019-04-27 00:00,제주,제주시,61.84,좋음
247,2019-04-28 00:00,제주,서귀포시,34.88,나쁨
1330,2019-04-28 00:00,제주,제주시,41.51,보통
246,2019-04-29 00:00,제주,서귀포시,37.35,나쁨
1329,2019-04-29 00:00,제주,제주시,35.84,나쁨
245,2019-04-30 00:00,제주,서귀포시,43.82,보통
1328,2019-04-30 00:00,제주,제주시,43.82,보통
244,2019-05-01 00:00,제주,서귀포시,71.03,좋음
1327,2019-05-01 00:00,제주,제주시,64.4,좋음
1326,2019-05-02 00:00,제주,제주시,72.53,좋음
243,2019-05-02 00:00,제주,서귀포시,81.72,매우좋음
1325,2019-05-03 00:00,제주,제주시,84.28,매우좋음
242,2019-05-03 00:00,제주,서귀포시,88.35,매우좋음
1324,2019-05-04 00:00,제주,제주시,87.51,매우좋음
241,2019-05-04 00:00,제주,서귀포시,87.51,매우좋음
240,2019-05-05 00:00,제주,서귀포시,79.83,좋음
1323,2019-05-05 00:00,제주,제주시,88.56,매우좋음
239,2019-05-06 00:00,제주,서귀포시,69.13,좋음
1322,2019-05-06 00:00,제주,제주시,67.62,좋음
1321,2019-05-07 00:00,제주,제주시,74.04,좋음
238,2019-05-07 00:00,제주,서귀포시,74.04,좋음
237,2019-05-08 00:00,제주,서귀포시,68.93,좋음
1320,2019-05-08 00:00,제주,제주시,67.42,좋음
236,2019-05-09 00:00,제주,서귀포시,64.86,좋음
1319,2019-05-09 00:00,제주,제주시,68.93,좋음
235,2019-05-10 00:00,제주,서귀포시,78.32,좋음
1318,2019-05-10 00:00,제주,제주시,82.39,매우좋음
1317,2019-05-11 00:00,제주,제주시,87.51,매우좋음
234,2019-05-11 00:00,제주,서귀포시,86.0,매우좋음
1316,2019-05-12 00:00,제주,제주시,88.56,매우좋음
233,2019-05-12 00:00,제주,서귀포시,87.51,매우좋음
1315,2019-05-13 00:00,제주,제주시,86.85,매우좋음
232,2019-05-13 00:00,제주,서귀포시,80.22,매우좋음
1314,2019-05-14 00:00,제주,제주시,87.9,매우좋음
231,2019-05-14 00:00,제주,서귀포시,67.03,좋음
1313,2019-05-15 00:00,제주,제주시,87.9,매우좋음
230,2019-05-15 00:00,제주,서귀포시,85.34,매우좋음
229,2019-05-16 00:00,제주,서귀포시,82.32,매우좋음
1312,2019-05-16 00:00,제주,제주시,87.9,매우좋음
228,2019-05-17 00:00,제주,서귀포시,54.73,보통
1311,2019-05-17 00:00,제주,제주시,56.24,보통
1310,2019-05-18 00:00,제주,제주시,45.16,보통
227,2019-05-18 00:00,제주,서귀포시,48.18,보통
1309,2019-05-19 00:00,제주,제주시,76.57,좋음
226,2019-05-19 00:00,제주,서귀포시,59.77,보통
225,2019-05-20 00:00,제주,서귀포시,71.03,좋음
1308,2019-05-20 00:00,제주,제주시,55.28,보통
1307,2019-05-21 00:00,제주,제주시,87.89,매우좋음
224,2019-05-21 00:00,제주,서귀포시,83.82,매우좋음
1306,2019-05-22 00:00,제주,제주시,95.57,매우좋음
223,2019-05-22 00:00,제주,서귀포시,88.94,매우좋음
1305,2019-05-23 00:00,제주,제주시,95.57,매우좋음
222,2019-05-23 00:00,제주,서귀포시,94.06,매우좋음
221,2019-05-24 00:00,제주,서귀포시,94.06,매우좋음
1304,2019-05-24 00:00,제주,제주시,91.5,매우좋음
1303,2019-05-25 00:00,제주,제주시,83.44,매우좋음
220,2019-05-25 00:00,제주,서귀포시,92.17,매우좋음
1302,2019-05-26 00:00,제주,제주시,84.88,매우좋음
219,2019-05-26 00:00,제주,서귀포시,84.88,매우좋음
218,2019-05-27 00:00,제주,서귀포시,45.62,보통
1301,2019-05-27 00:00,제주,제주시,49.69,보통
217,2019-05-28 00:00,제주,서귀포시,83.44,매우좋음
1300,2019-05-28 00:00,제주,제주시,88.56,매우좋음
1299,2019-05-29 00:00,제주,제주시,95.57,매우좋음
216,2019-05-29 00:00,제주,서귀포시,95.57,매우좋음
215,2019-05-30 00:00,제주,서귀포시,87.9,매우좋음
1298,2019-05-30 00:00,제주,제주시,87.9,매우좋음
214,2019-05-31 00:00,제주,서귀포시,49.65,보통
1297,2019-05-31 00:00,제주,제주시,58.38,보통
1296,2019-06-01 00:00,제주,제주시,89.16,매우좋음
213,2019-06-01 00:00,제주,서귀포시,86.62,매우좋음
212,2019-06-02 00:00,제주,서귀포시,90.83,매우좋음
1295,2019-06-02 00:00,제주,제주시,89.16,매우좋음
211,2019-06-03 00:00,제주,서귀포시,96.75,매우좋음
1294,2019-06-03 00:00,제주,제주시,95.08,매우좋음
1293,2019-06-04 00:00,제주,제주시,89.16,매우좋음
210,2019-06-04 00:00,제주,서귀포시,84.32,매우좋음
1292,2019-06-05 00:00,제주,제주시,98.23,매우좋음
209,2019-06-05 00:00,제주,서귀포시,98.23,매우좋음
1291,2019-06-06 00:00,제주,제주시,57.34,보통
208,2019-06-06 00:00,제주,서귀포시,49.16,보통
207,2019-06-07 00:00,제주,서귀포시,58.17,보통
1290,2019-06-07 00:00,제주,제주시,77.64,좋음
1289,2019-06-08 00:00,제주,제주시,63.18,좋음
206,2019-06-08 00:00,제주,서귀포시,78.44,좋음
1288,2019-06-09 00:00,제주,제주시,87.49,매우좋음
205,2019-06-09 00:00,제주,서귀포시,84.95,매우좋음
1287,2019-06-10 00:00,제주,제주시,87.49,매우좋음
204,2019-06-10 00:00,제주,서귀포시,82.41,매우좋음
203,2019-06-11 00:00,제주,서귀포시,64.61,좋음
1286,2019-06-11 00:00,제주,제주시,59.62,보통
1285,2019-06-12 00:00,제주,제주시,86.62,매우좋음
202,2019-06-12 00:00,제주,서귀포시,85.75,매우좋음
1284,2019-06-13 00:00,제주,제주시,94.89,매우좋음
201,2019-06-13 00:00,제주,서귀포시,90.68,매우좋음
1283,2019-06-14 00:00,제주,제주시,52.5,보통
200,2019-06-14 00:00,제주,서귀포시,48.29,보통
1282,2019-06-15 00:00,제주,제주시,90.07,매우좋음
199,2019-06-15 00:00,제주,서귀포시,87.53,매우좋음
198,2019-06-16 00:00,제주,서귀포시,93.41,매우좋음
1281,2019-06-16 00:00,제주,제주시,85.82,매우좋음
1280,2019-06-17 00:00,제주,제주시,90.83,매우좋음
197,2019-06-17 00:00,제주,서귀포시,89.16,매우좋음
1279,2019-06-18 00:00,제주,제주시,82.65,매우좋음
196,2019-06-18 00:00,제주,서귀포시,57.84,보통
1278,2019-06-19 00:00,제주,제주시,89.16,매우좋음
195,2019-06-19 00:00,제주,서귀포시,89.16,매우좋음
1277,2019-06-20 00:00,제주,제주시,96.75,매우좋음
194,2019-06-20 00:00,제주,서귀포시,95.08,매우좋음
193,2019-06-21 00:00,제주,서귀포시,84.32,매우좋음
1276,2019-06-21 00:00,제주,제주시,90.83,매우좋음
1275,2019-06-22 00:00,제주,제주시,66.13,좋음
192,2019-06-22 00:00,제주,서귀포시,87.49,매우좋음
191,2019-06-23 00:00,제주,서귀포시,91.74,매우좋음
1274,2019-06-23 00:00,제주,제주시,93.41,매우좋음
1273,2019-06-24 00:00,제주,제주시,96.75,매우좋음
190,2019-06-24 00:00,제주,서귀포시,95.08,매우좋음
1272,2019-06-25 00:00,제주,제주시,93.22,매우좋음
189,2019-06-25 00:00,제주,서귀포시,91.55,매우좋음
1271,2019-06-26 00:00,제주,제주시,50.83,보통
188,2019-06-26 00:00,제주,서귀포시,50.83,보통
1270,2019-06-27 00:00,제주,제주시,80.13,매우좋음
187,2019-06-27 00:00,제주,서귀포시,63.18,좋음
1269,2019-06-28 00:00,제주,제주시,90.83,매우좋음
186,2019-06-28 00:00,제주,서귀포시,89.16,매우좋음
185,2019-06-29 00:00,제주,서귀포시,52.5,보통
1268,2019-06-29 00:00,제주,제주시,39.9,나쁨
1267,2019-06-30 00:00,제주,제주시,64.0,좋음
184,2019-06-30 00:00,제주,서귀포시,61.18,좋음
183,2019-07-01 00:00,제주,서귀포시,62.85,좋음
1266,2019-07-01 00:00,제주,제주시,85.99,매우좋음
1265,2019-07-02 00:00,제주,제주시,90.83,매우좋음
182,2019-07-02 00:00,제주,서귀포시,90.83,매우좋음
1264,2019-07-03 00:00,제주,제주시,61.29,좋음
181,2019-07-03 00:00,제주,서귀포시,55.95,보통
1263,2019-07-04 00:00,제주,제주시,98.23,매우좋음
180,2019-07-04 00:00,제주,서귀포시,98.23,매우좋음
1262,2019-07-05 00:00,제주,제주시,89.16,매우좋음
179,2019-07-05 00:00,제주,서귀포시,90.83,매우좋음
178,2019-07-06 00:00,제주,서귀포시,94.89,매우좋음
1261,2019-07-06 00:00,제주,제주시,93.22,매우좋음
177,2019-07-07 00:00,제주,서귀포시,64.46,좋음
1260,2019-07-07 00:00,제주,제주시,85.82,매우좋음
176,2019-07-08 00:00,제주,서귀포시,63.18,좋음
1259,2019-07-08 00:00,제주,제주시,54.39,보통
1258,2019-07-09 00:00,제주,제주시,85.82,매우좋음
175,2019-07-09 00:00,제주,서귀포시,87.49,매우좋음
174,2019-07-10 00:00,제주,서귀포시,49.16,보통
1257,2019-07-10 00:00,제주,제주시,47.49,보통
1256,2019-07-11 00:00,제주,제주시,68.02,좋음
173,2019-07-11 00:00,제주,서귀포시,85.82,매우좋음
172,2019-07-12 00:00,제주,서귀포시,90.83,매우좋음
1255,2019-07-12 00:00,제주,제주시,89.16,매우좋음
1254,2019-07-13 00:00,제주,제주시,52.5,보통
171,2019-07-13 00:00,제주,서귀포시,54.17,보통
1253,2019-07-14 00:00,제주,제주시,95.08,매우좋음
170,2019-07-14 00:00,제주,서귀포시,90.83,매우좋음
169,2019-07-15 00:00,제주,서귀포시,96.75,매우좋음
1252,2019-07-15 00:00,제주,제주시,95.08,매우좋음
168,2019-07-16 00:00,제주,서귀포시,89.16,매우좋음
1251,2019-07-16 00:00,제주,제주시,79.93,좋음
167,2019-07-17 00:00,제주,서귀포시,59.62,보통
1250,2019-07-17 00:00,제주,제주시,50.28,보통
166,2019-07-18 00:00,제주,서귀포시,54.17,보통
1249,2019-07-18 00:00,제주,제주시,42.42,보통
165,2019-07-19 00:00,제주,서귀포시,39.11,나쁨
