,날짜,시군구,읍면동,성별,연령대,거주인구,근무인구,방문자수
78,20170813,제주시,건입동,여,10대,8997,219,8519
79,20170813,제주시,건입동,남,80대이상,2105,188,941
80,20170813,제주시,화북동,남,20대,26709,2127,12465
81,20170813,제주시,화북동,여,80대이상,7661,154,2175
82,20170813,제주시,이도1동,남,30대,9488,1177,10938
83,20170813,제주시,용담2동,남,60대,12802,1169,13502
84,20170813,제주시,일도2동,남,70대,20171,668,5968
85,20170813,제주시,한경면,남,50대,13554,1196,9773
86,20170813,제주시,우도면,여,10세미만,704,54,2349
87,20170813,제주시,우도면,남,30대,1608,209,5096
88,20170813,제주시,추자면,여,10세미만,187,0,1701
89,20170813,제주시,추자면,남,50대,3282,201,5872
90,20170813,제주시,한경면,여,10세미만,2849,204,3577
91,20170813,제주시,조천읍,여,80대이상,12289,397,6028
92,20170813,제주시,조천읍,남,20대,16964,2333,23156
93,20170813,제주시,구좌읍,남,50대,28921,2213,22032
94,20170813,제주시,애월읍,남,70대,19319,701,12513
95,20170813,제주시,한림읍,여,80대이상,9989,449,4184
96,20170813,제주시,한림읍,남,20대,15796,1254,19755
97,20170813,제주시,봉개동,남,30대,3783,340,8317
98,20170813,제주시,일도1동,여,60대,2095,406,4492
99,20170813,제주시,아라동,여,50대,46777,3301,22641
100,20170813,제주시,오라동,여,50대,20944,2425,21249
101,20170813,서귀포시,예래동,여,70대,2173,185,4035
102,20170813,서귀포시,예래동,남,10대,2143,241,13683
103,20170813,서귀포시,중문동,여,40대,16968,1025,17085
104,20170813,서귀포시,대천동,여,80대이상,2130,132,2361
105,20170813,서귀포시,대천동,남,20대,7297,634,12636
106,20170813,서귀포시,대륜동,남,60대,12219,681,8449
107,20170813,서귀포시,서홍동,여,40대,12953,737,8716
108,20170813,서귀포시,동홍동,여,50대,27843,1924,11429
109,20170813,서귀포시,영천동,여,10세미만,3554,657,4865
110,20170813,서귀포시,영천동,남,50대,6977,1329,11402
111,20170813,서귀포시,효돈동,남,40대,7572,726,4612
112,20170813,서귀포시,천지동,남,40대,1933,350,4131
113,20170813,서귀포시,중앙동,여,60대,2431,491,4663
114,20170813,서귀포시,서홍동,남,10세미만,8693,396,4775
115,20170813,서귀포시,송산동,남,60대,2228,98,1658
116,20170813,서귀포시,정방동,여,50대,3441,1315,7272
117,20170813,제주시,노형동,남,70대,14452,590,6610
118,20170813,제주시,외도동,남,60대,6983,338,4761
119,20170813,제주시,이호동,남,30대,3912,459,8763
120,20170813,제주시,도두동,남,50대,3031,765,8869
121,20170813,서귀포시,대정읍,남,70대,14269,223,2503
122,20170813,제주시,연동,남,30대,63166,6694,43167
123,20170813,서귀포시,남원읍,여,40대,23941,1613,20358
124,20170813,서귀포시,성산읍,남,30대,17503,1433,29055
125,20170813,서귀포시,성산읍,여,10세미만,9649,568,10323
126,20170813,서귀포시,안덕면,남,70대,7167,236,4578
127,20170813,서귀포시,표선면,여,60대,11989,827,7665
128,20170813,서귀포시,남원읍,남,10세미만,11739,210,8609
129,20170814,서귀포시,표선면,여,10대,5884,874,7444
130,20170814,서귀포시,표선면,남,80대이상,2324,50,1365
131,20170814,서귀포시,안덕면,여,80대이상,4954,266,3713
132,20170814,서귀포시,안덕면,남,20대,8830,3254,15651
133,20170814,서귀포시,성산읍,여,40대,18857,1772,25453
134,20170814,서귀포시,남원읍,남,60대,17607,1219,8809
135,20170814,제주시,이호동,여,40대,5417,877,6633
136,20170814,서귀포시,대정읍,남,20대,11601,911,8246
137,20170814,제주시,도두동,여,60대,1730,101,3155
138,20170814,제주시,이호동,남,10세미만,4027,205,3285
139,20170814,제주시,외도동,여,70대,4405,97,2616
140,20170814,제주시,외도동,남,10대,16707,349,5914
141,20170814,서귀포시,대정읍,여,80대이상,12385,409,1854
142,20170814,서귀포시,송산동,남,10대,2649,0,2050
143,20170814,서귀포시,예래동,여,20대,6957,3054,16915
144,20170814,서귀포시,정방동,남,70대,1419,170,2142
145,20170814,서귀포시,중앙동,남,80대이상,609,15,680
146,20170814,서귀포시,중앙동,여,10대,1790,249,4609
147,20170814,서귀포시,천지동,여,50대,1798,363,3274
148,20170814,서귀포시,효돈동,여,50대,8700,300,3192
149,20170814,서귀포시,영천동,여,60대,5536,760,4437
150,20170814,서귀포시,동홍동,남,70대,7576,294,5016
151,20170814,서귀포시,서홍동,남,60대,4536,328,3827
152,20170814,서귀포시,대륜동,남,10대,11136,480,10739
153,20170814,서귀포시,대륜동,여,70대,8899,223,4190
154,20170814,서귀포시,대천동,여,30대,12683,781,15594
155,20170814,서귀포시,중문동,남,60대,8507,474,4984
156,20170814,제주시,노형동,여,80대이상,16339,1199,7476
157,20170814,서귀포시,송산동,여,70대,3025,0,1322
158,20170814,제주시,노형동,남,20대,52647,11439,38127
159,20170814,제주시,용담2동,여,70대,6273,914,6057
160,20170814,제주시,연동,남,10세미만,46976,4899,28311
161,20170814,제주시,한림읍,여,30대,23645,1829,32525
162,20170814,제주시,애월읍,남,20대,27428,4560,34753
163,20170814,제주시,애월읍,여,80대이상,18734,941,6986
164,20170814,제주시,구좌읍,여,60대,15407,362,7927
165,20170814,제주시,조천읍,여,30대,22658,2880,38917
166,20170814,제주시,한경면,여,60대,8185,335,3065
167,20170814,제주시,추자면,여,60대,2123,128,1298
168,20170814,제주시,우도면,여,40대,2404,222,2751
169,20170814,제주시,일도1동,여,10대,1050,79,3856
170,20170814,제주시,일도2동,남,20대,33355,2934,18260
171,20170814,제주시,연동,여,40대,98342,14521,51384
172,20170814,제주시,이도1동,남,10세미만,7241,536,9600
173,20170814,제주시,이도1동,여,40대,12104,4477,15698
174,20170814,제주시,이도2동,남,50대,86273,14226,45691
175,20170814,제주시,일도2동,여,80대이상,10769,882,4745
176,20170814,제주시,삼도1동,여,80대이상,4616,422,4289
177,20170814,제주시,오라동,남,70대,7931,346,7411
178,20170814,제주시,아라동,남,70대,13140,692,5159
179,20170814,제주시,삼도1동,남,20대,8919,1012,9764
180,20170814,제주시,봉개동,남,10세미만,4874,299,3550
181,20170814,제주시,삼양동,여,70대,6243,204,3218
182,20170814,제주시,삼양동,남,10대,32686,490,7812
183,20170814,제주시,봉개동,여,40대,5126,1593,9833
184,20170814,제주시,건입동,남,30대,9779,2529,15489
185,20170814,제주시,용담2동,남,10대,14707,3149,20291
186,20170814,제주시,용담1동,남,50대,9093,837,11638
187,20170814,제주시,삼도2동,여,40대,7788,1888,12087
188,20170814,제주시,삼도2동,남,10세미만,4206,507,5079
189,20170814,제주시,화북동,여,30대,35826,2564,14083
190,20170815,제주시,한경면,여,10대,2819,206,3401
191,20170815,제주시,한림읍,남,50대,39609,4618,26533
192,20170815,제주시,한림읍,여,10세미만,15270,481,10146
193,20170815,제주시,애월읍,여,30대,50249,3245,58580
194,20170815,제주시,구좌읍,남,80대이상,4081,145,1044
195,20170815,제주시,구좌읍,여,10대,10705,600,11886
196,20170815,제주시,조천읍,남,50대,39013,4888,32647
197,20170815,제주시,조천읍,여,10세미만,17521,714,14886
198,20170815,제주시,한경면,남,80대이상,2452,87,597
199,20170815,제주시,추자면,남,80대이상,737,27,330
200,20170815,제주시,추자면,여,10대,272,0,1415
201,20170815,서귀포시,성산읍,남,60대,22745,908,9564
202,20170815,서귀포시,안덕면,여,30대,12949,1574,25730
203,20170815,서귀포시,표선면,남,30대,10554,1276,16441
204,20170815,서귀포시,송산동,남,10세미만,2075,12,2207
205,20170815,서귀포시,송산동,여,20대,1195,12,3598
206,20170815,서귀포시,정방동,남,20대,1893,544,9645
207,20170815,서귀포시,정방동,여,80대이상,1592,95,2132
208,20170815,서귀포시,중앙동,남,30대,1118,443,4173
209,20170815,서귀포시,천지동,남,70대,281,124,785
210,20170815,서귀포시,영천동,남,80대이상,915,33,972
211,20170815,서귀포시,영천동,여,10대,5682,993,4600
212,20170815,서귀포시,동홍동,남,20대,12264,1276,10430
213,20170815,서귀포시,동홍동,여,80대이상,6409,277,3219
214,20170815,서귀포시,서홍동,남,10대,9881,312,5379
215,20170815,서귀포시,서홍동,여,70대,4112,194,2725
216,20170815,서귀포시,대륜동,남,10세미만,13696,352,10342
217,20170815,서귀포시,대륜동,여,20대,8524,1331,16090
218,20170815,서귀포시,대천동,남,50대,14997,1243,12514
219,20170815,서귀포시,중문동,남,10대,10590,544,6819
220,20170815,서귀포시,중문동,여,70대,4190,224,2325
221,20170815,서귀포시,예래동,남,40대,6030,2984,30842
222,20170815,서귀포시,남원읍,여,70대,11160,622,5192
223,20170815,서귀포시,남원읍,남,10대,16600,218,7546
224,20170815,서귀포시,효돈동,남,70대,4443,39,1496
225,20170815,제주시,도두동,여,10대,985,131,4446
226,20170815,서귀포시,대정읍,여,30대,17461,620,11233
227,20170815,제주시,일도1동,남,30대,1586,346,5707
228,20170815,제주시,일도2동,여,30대,37364,2219,16802
229,20170815,제주시,이도1동,남,60대,7133,1032,8097
230,20170815,제주시,이도2동,여,60대,44516,2521,20183
231,20170815,제주시,삼도1동,여,30대,12937,785,10171
232,20170815,제주시,삼도2동,남,60대,5659,456,5711
233,20170815,제주시,용담1동,여,60대,7203,564,8478
234,20170815,제주시,용담2동,여,20대,8588,6831,24575
235,20170815,제주시,건입동,남,10세미만,7250,287,7834
236,20170815,제주시,건입동,여,40대,12544,1874,17730
237,20170815,제주시,우도면,남,60대,2276,119,1621
238,20170815,제주시,도두동,남,80대이상,179,27,340
239,20170815,제주시,삼양동,여,20대,18351,1119,6789
240,20170815,제주시,봉개동,남,60대,4477,584,8780
241,20170815,제주시,아라동,남,20대,42558,5729,22289
242,20170815,제주시,오라동,남,20대,11947,1279,16495
243,20170815,제주시,오라동,여,80대이상,6560,322,5612
244,20170815,제주시,연동,남,60대,39502,3358,19219
245,20170815,제주시,노형동,여,30대,72890,5013,36755
246,20170815,제주시,외도동,여,20대,9229,477,6535
247,20170815,제주시,이호동,남,60대,4172,412,3814
248,20170815,제주시,화북동,남,50대,44833,3433,18881
249,20170816,제주시,연동,여,70대,25724,1310,10439
250,20170816,제주시,연동,남,10대,60313,7890,33839
251,20170816,제주시,오라동,여,30대,18964,2986,19982
252,20170816,제주시,아라동,여,10대,48229,22573,25304
253,20170816,제주시,화북동,여,60대,20822,892,7510
254,20170816,제주시,봉개동,여,70대,2262,184,2096
255,20170816,제주시,봉개동,남,10대,4742,8797,6688
256,20170816,제주시,삼양동,남,40대,33642,2758,12189
257,20170816,제주시,노형동,남,50대,90453,9500,44208
258,20170816,제주시,아라동,남,80대이상,5092,324,2240
259,20170816,제주시,노형동,여,10세미만,63503,8802,26979
260,20170816,서귀포시,대정읍,남,50대,38849,2783,14500
261,20170816,제주시,이호동,남,10대,4284,293,3232
262,20170816,제주시,이호동,여,70대,1631,233,1426
263,20170816,제주시,도두동,남,30대,1432,389,6341
264,20170816,제주시,도두동,여,10세미만,622,148,2719
265,20170816,서귀포시,남원읍,여,20대,7056,921,9949
266,20170816,서귀포시,성산읍,남,10대,10572,369,10973
267,20170816,서귀포시,성산읍,여,70대,7367,19,4600
268,20170816,서귀포시,안덕면,남,50대,25267,7097,27302
269,20170816,서귀포시,안덕면,여,10세미만,9650,344,18968
270,20170816,서귀포시,표선면,남,10세미만,7210,1067,5309
271,20170816,제주시,외도동,남,40대,20266,1370,12920
272,20170816,제주시,건입동,남,60대,8997,1508,9491
273,20170816,제주시,한림읍,여,60대,23105,733,9813
274,20170816,제주시,용담1동,여,10대,8786,215,9212
275,20170816,서귀포시,표선면,여,40대,15049,2352,14232
276,20170816,제주시,애월읍,남,50대,66143,10854,54356
277,20170816,제주시,애월읍,여,10세미만,31963,3198,27064
278,20170816,제주시,구좌읍,남,30대,14246,3565,20719
279,20170816,제주시,구좌읍,여,10세미만,10242,2070,10831
280,20170816,제주시,조천읍,여,60대,20996,1302,14053
281,20170816,제주시,한경면,남,30대,5165,1262,7231
282,20170816,제주시,추자면,남,30대,934,77,2411
283,20170816,제주시,우도면,남,10대,615,0,1977
284,20170816,제주시,우도면,여,70대,1767,0,495
285,20170816,제주시,일도1동,남,10세미만,498,247,3090
286,20170816,제주시,일도1동,여,40대,2090,745,6630
287,20170816,제주시,일도2동,남,50대,54145,3943,24679
288,20170816,제주시,일도2동,여,10세미만,34350,2684,16800
289,20170816,제주시,이도1동,남,10대,8733,563,9708
290,20170816,제주시,이도1동,여,70대,6951,844,7235
291,20170816,제주시,이도2동,남,80대이상,6196,474,4190
292,20170816,제주시,이도2동,여,10대,93069,17042,54826
293,20170816,제주시,삼도1동,남,50대,15714,1297,14578
294,20170816,제주시,삼도1동,여,10세미만,9692,798,7198
295,20170816,제주시,삼도2동,남,10대,5879,487,6165
296,20170816,제주시,삼도2동,여,70대,4884,175,4714
297,20170816,제주시,용담1동,남,80대이상,2075,87,1781
298,20170816,제주시,용담2동,남,40대,16308,6080,29384
299,20170816,서귀포시,송산동,남,40대,2819,352,4739
300,20170816,서귀포시,정방동,여,30대,1746,750,8921
301,20170816,서귀포시,예래동,여,50대,4383,1923,9555
302,20170816,서귀포시,중문동,남,10세미만,8438,888,5929
303,20170816,서귀포시,대천동,여,60대,7983,218,5276
304,20170816,서귀포시,대륜동,남,40대,19906,4782,23799
305,20170816,서귀포시,서홍동,여,20대,6072,523,4861
306,20170816,서귀포시,동홍동,여,30대,19104,2456,12667
307,20170816,서귀포시,중문동,여,20대,7200,1101,9955
308,20170816,서귀포시,효돈동,여,80대이상,2183,219,537
309,20170816,서귀포시,효돈동,남,20대,2883,261,2140
310,20170816,서귀포시,천지동,여,80대이상,856,117,812
311,20170816,서귀포시,천지동,남,20대,369,212,2842
312,20170816,서귀포시,중앙동,여,40대,2493,1341,7243
313,20170816,서귀포시,중앙동,남,10세미만,1281,2618,5270
314,20170816,서귀포시,영천동,남,30대,3338,1460,7225
315,20170817,서귀포시,표선면,남,60대,14747,709,6324
316,20170817,서귀포시,안덕면,여,60대,10219,1281,9573
317,20170817,서귀포시,성산읍,여,20대,9691,1725,24593
318,20170817,서귀포시,성산읍,남,10세미만,8603,255,9592
319,20170817,서귀포시,남원읍,남,40대,24021,4019,20608
320,20170817,제주시,노형동,여,60대,39425,2568,21435
321,20170817,제주시,도두동,여,40대,2606,666,8199
322,20170817,제주시,이호동,여,20대,2910,735,5861
323,20170817,제주시,연동,여,20대,57396,12804,39447
324,20170817,제주시,오라동,여,10세미만,19114,545,11210
325,20170817,서귀포시,송산동,여,50대,3916,207,3378
326,20170817,서귀포시,대정읍,여,60대,17981,694,7455
327,20170817,서귀포시,정방동,남,50대,2467,913,9988
328,20170817,서귀포시,동홍동,여,10세미만,18477,1324,6777
329,20170817,서귀포시,중앙동,남,60대,1246,308,3345
330,20170817,서귀포시,천지동,여,30대,870,59,3632
331,20170817,서귀포시,효돈동,여,30대,2899,272,2417
332,20170817,서귀포시,영천동,남,10세미만,2495,1424,4916
333,20170817,서귀포시,영천동,여,40대,6776,2085,8960
334,20170817,서귀포시,동홍동,남,50대,28985,3122,16921
335,20170817,제주시,오라동,남,50대,16926,5431,29225
336,20170817,서귀포시,서홍동,남,40대,11352,912,11217
337,20170817,서귀포시,대륜동,여,50대,17630,1471,13202
338,20170817,서귀포시,대천동,남,80대이상,1344,99,1305
339,20170817,서귀포시,대천동,여,10대,6860,748,7216
340,20170817,서귀포시,중문동,남,40대,16146,1416,18446
341,20170817,서귀포시,예래동,남,70대,2013,19,2948
342,20170817,서귀포시,정방동,여,10세미만,1070,92,4399
343,20170817,제주시,아라동,여,10세미만,47533,22189,22845
344,20170817,제주시,외도동,여,50대,11571,1412,7954
345,20170817,제주시,봉개동,여,20대,2718,329,5169
346,20170817,제주시,한림읍,남,80대이상,5136,247,1863
347,20170817,제주시,아라동,남,30대,46291,13004,22901
348,20170817,제주시,애월읍,여,60대,33230,3129,22614
349,20170817,제주시,구좌읍,여,40대,20496,2853,16167
350,20170817,제주시,조천읍,남,80대이상,4726,211,2078
351,20170817,제주시,조천읍,여,10대,17276,1903,12660
352,20170817,제주시,한경면,남,10세미만,3541,263,2073
353,20170817,제주시,한경면,여,40대,8539,1423,7059
354,20170817,제주시,추자면,남,10세미만,943,0,585
355,20170817,제주시,추자면,여,40대,2324,0,1817
356,20170817,제주시,우도면,남,10세미만,632,0,1396
357,20170817,제주시,우도면,여,20대,1091,27,5185
358,20170817,제주시,일도1동,남,40대,1953,678,6394
359,20170817,제주시,일도2동,여,60대,31900,2399,12163
360,20170817,제주시,한림읍,여,10대,15931,1829,11021
361,20170817,제주시,이도2동,남,30대,69475,16265,42681
362,20170817,제주시,이도1동,여,20대,7618,3146,12051
363,20170817,제주시,화북동,여,10대,39940,1675,11093
364,20170817,제주시,화북동,남,80대이상,3407,124,1293
365,20170817,제주시,건입동,여,70대,5317,87,3239
366,20170817,제주시,건입동,남,10대,7091,269,7380
367,20170817,제주시,삼양동,여,50대,24204,1501,7187
368,20170817,제주시,용담1동,여,10세미만,6758,263,8357
369,20170817,제주시,용담1동,남,30대,8059,899,11048
370,20170817,제주시,삼도2동,여,20대,4196,1561,8530
371,20170817,제주시,삼도1동,여,60대,11341,895,8658
372,20170817,제주시,이도2동,여,10세미만,70974,16227,45632
373,20170817,제주시,용담2동,여,50대,15705,3607,17159
374,20170818,제주시,삼도1동,여,10대,11593,814,7621
375,20170818,제주시,삼도2동,남,40대,8774,1586,13339
376,20170818,제주시,용담1동,여,40대,12332,1289,13482
377,20170818,제주시,용담2동,남,70대,6409,377,3460
378,20170818,제주시,화북동,남,30대,26708,4620,15015
379,20170818,제주시,건입동,여,20대,7181,1617,13845
380,20170818,제주시,화북동,여,10세미만,37186,1596,9149
381,20170818,제주시,삼양동,남,70대,5337,182,2194
382,20170818,제주시,삼도1동,남,80대이상,2360,107,1455
383,20170818,제주시,봉개동,남,40대,6460,1972,15044
384,20170818,제주시,건입동,남,70대,5395,545,4656
385,20170818,제주시,이도2동,여,40대,114051,20816,55864
386,20170818,제주시,추자면,남,60대,2280,9,2289
387,20170818,제주시,일도2동,여,10대,38452,2539,17129
388,20170818,제주시,일도2동,남,80대이상,5752,218,2244
389,20170818,제주시,일도1동,여,50대,1962,812,6935
390,20170818,제주시,우도면,남,40대,3241,400,4510
391,20170818,제주시,한경면,남,60대,9324,484,4001
392,20170818,제주시,조천읍,남,30대,19402,5266,31828
393,20170818,제주시,구좌읍,남,60대,14761,1122,9140
394,20170818,제주시,애월읍,여,10대,30133,3331,24350
395,20170818,제주시,애월읍,남,80대이상,7758,323,3549
396,20170818,제주시,한림읍,남,30대,19774,3831,25155
397,20170818,제주시,아라동,여,40대,63821,11313,26490
398,20170818,제주시,이도1동,남,40대,11196,3367,16112
399,20170818,제주시,오라동,여,60대,12861,1430,13065
400,20170818,제주시,연동,남,40대,83445,15051,59427
401,20170818,서귀포시,예래동,남,20대,6381,3523,14533
402,20170818,서귀포시,중문동,여,50대,12394,1487,9045
403,20170818,서귀포시,대천동,여,10세미만,9977,651,6242
404,20170818,서귀포시,대천동,남,30대,10658,1257,13535
405,20170818,서귀포시,대륜동,남,70대,6240,448,3416
406,20170818,서귀포시,서홍동,여,50대,7384,786,6670
407,20170818,서귀포시,동홍동,여,60대,15552,1117,8182
408,20170818,서귀포시,영천동,남,60대,5935,695,5290
409,20170818,서귀포시,효돈동,여,10세미만,3673,64,1507
410,20170818,서귀포시,효돈동,남,50대,7867,689,3665
411,20170818,서귀포시,천지동,남,50대,1307,213,3677
412,20170818,서귀포시,중앙동,여,70대,1257,126,2689
413,20170818,서귀포시,중앙동,남,10대,1703,3762,6741
414,20170818,서귀포시,정방동,여,60대,2145,429,5486
415,20170818,서귀포시,예래동,여,80대이상,2711,225,2402
416,20170818,서귀포시,표선면,여,70대,6130,445,3365
417,20170818,제주시,노형동,남,80대이상,5113,298,2863
418,20170818,제주시,노형동,여,10대,85467,9232,28969
419,20170818,제주시,외도동,남,70대,3136,26,1935
420,20170818,서귀포시,송산동,남,70대,1824,0,753
421,20170818,제주시,도두동,남,60대,1127,282,3398
422,20170818,서귀포시,대정읍,남,80대이상,6051,132,916
423,20170818,제주시,이호동,남,40대,4982,1363,9139
424,20170818,서귀포시,남원읍,여,50대,21435,1940,11203
425,20170818,서귀포시,성산읍,남,40대,23630,4834,26894
426,20170818,서귀포시,안덕면,남,80대이상,2652,109,1693
427,20170818,서귀포시,안덕면,여,10대,8368,482,21872
428,20170818,서귀포시,표선면,남,10대,7603,1250,6241
429,20170818,서귀포시,대정읍,여,10대,15700,1607,8387
430,20170819,서귀포시,송산동,남,20대,1868,252,4280
431,20170819,서귀포시,표선면,여,20대,7839,636,10375
432,20170819,서귀포시,안덕면,남,30대,13470,4517,22258
433,20170819,서귀포시,성산읍,여,50대,25085,1503,14704
434,20170819,서귀포시,남원읍,남,70대,10843,104,4073
435,20170819,제주시,외도동,남,20대,7555,724,6324
436,20170819,서귀포시,대정읍,남,30대,15451,1552,11564
437,20170819,제주시,도두동,여,70대,532,0,2206
438,20170819,제주시,도두동,남,10대,1913,127,3161
439,20170819,제주시,이호동,여,50대,5884,602,5915
440,20170819,제주시,외도동,여,80대이상,3171,0,1915
441,20170819,서귀포시,송산동,여,80대이상,1474,0,1166
442,20170819,서귀포시,대정읍,여,10세미만,11841,335,6369
443,20170819,서귀포시,정방동,남,80대이상,256,32,421
444,20170819,서귀포시,동홍동,남,80대이상,1987,107,1991
445,20170819,서귀포시,중앙동,여,20대,657,486,5573
446,20170819,서귀포시,천지동,여,60대,890,95,2701
447,20170819,서귀포시,효돈동,여,60대,4443,445,1451
448,20170819,서귀포시,영천동,남,10대,4924,316,5492
449,20170819,서귀포시,영천동,여,70대,2574,135,2313
450,20170819,서귀포시,동홍동,여,10대,27552,1251,7765
451,20170819,서귀포시,서홍동,남,70대,2475,188,2137
452,20170819,서귀포시,대륜동,남,20대,8091,1634,15978
453,20170819,서귀포시,대륜동,여,80대이상,5131,196,2592
454,20170819,서귀포시,대천동,여,40대,12814,1370,13248
455,20170819,서귀포시,중문동,남,70대,3281,221,2423
456,20170819,서귀포시,예래동,여,30대,4038,1213,29125
457,20170819,제주시,노형동,남,30대,56228,9129,38002
458,20170819,서귀포시,정방동,여,10대,708,39,3839
459,20170819,제주시,연동,여,50대,85420,9370,34518
460,20170819,제주시,용담2동,남,20대,11231,4943,23551
461,20170819,제주시,오라동,남,80대이상,2728,107,2636
462,20170819,제주시,한림읍,남,10세미만,19423,723,9378
463,20170819,제주시,한림읍,여,40대,32406,2023,24099
464,20170819,제주시,애월읍,남,30대,42675,5936,53075
465,20170819,제주시,구좌읍,남,10대,12990,914,8759
466,20170819,제주시,구좌읍,여,70대,8795,87,4142
467,20170819,제주시,조천읍,남,10세미만,23058,986,10549
468,20170819,제주시,조천읍,여,40대,34402,3658,32285
469,20170819,제주시,한경면,남,10대,3897,264,2836
470,20170819,제주시,한경면,여,70대,5998,116,1403
471,20170819,제주시,오라동,여,10대,15864,262,12982
472,20170819,제주시,추자면,여,70대,2090,0,571
473,20170819,제주시,우도면,여,50대,2101,159,2529
474,20170819,제주시,일도1동,남,70대,591,91,1806
475,20170819,제주시,일도2동,남,30대,32224,2349,16586
476,20170819,제주시,추자면,남,10대,1338,0,1065
