,날짜,시군구,읍면동,성별,연령대,거주인구,근무인구,방문자수
35,20181219,서귀포시,정방동,여,80대이상,1277,86,1136
36,20181219,서귀포시,서홍동,남,30대,4553,539,5918
37,20181219,서귀포시,중앙동,여,10세미만,1342,211,9807
38,20181219,서귀포시,천지동,남,10세미만,411,128,1951
39,20181219,서귀포시,천지동,여,20대,397,212,2518
40,20181219,서귀포시,효돈동,남,70대,3484,5,1211
41,20181219,서귀포시,영천동,남,80대이상,1371,55,1181
42,20181219,서귀포시,영천동,여,10대,4426,2488,3490
43,20181219,서귀포시,동홍동,남,40대,31204,3545,17742
44,20181219,서귀포시,동홍동,여,80대이상,6064,385,3874
45,20181219,제주시,외도동,남,10세미만,16467,92,4641
46,20181219,서귀포시,대륜동,남,10세미만,15842,32,6198
47,20181219,서귀포시,대륜동,여,40대,29056,2826,14492
48,20181219,서귀포시,대천동,남,70대,3141,279,2663
49,20181219,서귀포시,중문동,남,30대,12084,1518,8767
50,20181219,서귀포시,예래동,남,60대,4194,778,6570
51,20181219,서귀포시,중앙동,남,50대,4032,1176,9886
52,20181219,제주시,노형동,여,50대,94285,12672,34373
53,20181219,제주시,아라동,남,20대,56709,11759,21394
54,20181219,제주시,연동,남,80대이상,5212,415,3822
55,20181219,제주시,한림읍,남,70대,14465,665,4105
56,20181219,제주시,애월읍,여,30대,48193,5133,26140
57,20181219,제주시,구좌읍,여,30대,16492,1844,8462
58,20181219,제주시,조천읍,남,70대,14218,1570,5481
59,20181219,제주시,한경면,남,80대이상,2965,97,937
60,20181219,제주시,한경면,여,10대,4535,821,1292
61,20181219,제주시,추자면,여,30대,1024,0,665
62,20181219,제주시,우도면,남,80대이상,1006,100,246
63,20181219,제주시,우도면,여,10대,748,63,1066
64,20181219,제주시,연동,여,10대,56760,5069,23208
65,20181219,제주시,일도1동,여,10세미만,591,79,2846
66,20181219,제주시,일도2동,여,50대,59291,5058,19485
67,20181219,제주시,이도1동,남,80대이상,2010,76,1936
68,20181219,제주시,이도1동,여,10대,8533,889,9030
69,20181219,제주시,이도2동,남,20대,67536,12078,45954
70,20181219,제주시,일도1동,남,30대,1691,648,3800
71,20181219,제주시,삼도1동,여,50대,16199,2289,10483
72,20181219,제주시,이도2동,여,80대이상,17200,975,8790
73,20181219,제주시,아라동,여,80대이상,11474,582,5129
74,20181219,제주시,봉개동,여,10대,3102,231,2361
75,20181219,제주시,봉개동,남,80대이상,663,116,1034
76,20181219,제주시,삼양동,여,40대,44056,2823,8099
77,20181219,제주시,삼양동,남,10세미만,48148,799,6379
78,20181219,제주시,오라동,남,40대,22010,5645,30525
79,20181219,제주시,건입동,여,40대,11918,1413,11294
80,20181219,제주시,용담2동,여,40대,19218,4337,19070
81,20181219,제주시,용담2동,남,10세미만,11638,4581,8875
82,20181219,제주시,용담1동,여,80대이상,4466,235,2081
83,20181219,제주시,용담1동,남,20대,6125,411,5949
84,20181219,제주시,삼도2동,남,60대,6285,603,7600
85,20181219,제주시,화북동,남,70대,8066,686,4839
86,20181220,제주시,일도1동,여,30대,1683,521,3544
87,20181220,제주시,우도면,여,80대이상,1797,0,331
88,20181220,제주시,우도면,남,20대,1237,152,2227
89,20181220,제주시,추자면,여,80대이상,2173,0,390
90,20181220,제주시,추자면,남,20대,946,218,3596
91,20181220,제주시,한경면,여,80대이상,5231,40,967
92,20181220,제주시,조천읍,남,10대,24002,1201,7705
93,20181220,제주시,조천읍,여,70대,17406,351,4466
94,20181220,제주시,구좌읍,남,40대,27243,3225,13480
95,20181220,제주시,애월읍,남,40대,73816,10438,44617
96,20181220,제주시,한림읍,여,50대,31881,3082,9322
97,20181220,제주시,일도2동,남,60대,39658,2108,14008
98,20181220,제주시,한경면,남,20대,2980,756,2859
99,20181220,제주시,이도1동,여,60대,10576,2788,10595
100,20181220,제주시,이도2동,여,20대,70461,11169,39923
101,20181220,서귀포시,성산읍,여,80대이상,9194,159,1608
102,20181220,서귀포시,안덕면,남,40대,26777,4967,17597
103,20181220,서귀포시,표선면,여,30대,10388,1072,7798
104,20181220,서귀포시,송산동,남,50대,4644,213,3144
105,20181220,서귀포시,송산동,여,10세미만,672,0,883
106,20181220,서귀포시,정방동,여,20대,1493,282,5366
107,20181220,서귀포시,중앙동,여,30대,2003,1187,6915
108,20181220,서귀포시,천지동,남,30대,1063,383,3018
109,20181220,서귀포시,효돈동,남,10대,4964,332,2023
110,20181220,서귀포시,효돈동,여,70대,3482,0,922
111,20181220,서귀포시,영천동,여,80대이상,4151,29,1270
112,20181220,서귀포시,동홍동,남,10세미만,24214,5199,8079
113,20181220,서귀포시,동홍동,여,20대,12347,1755,9476
114,20181220,서귀포시,서홍동,남,80대이상,604,18,819
115,20181220,서귀포시,서홍동,여,10대,9256,1928,3620
116,20181220,서귀포시,대륜동,남,50대,22351,3151,15593
117,20181220,서귀포시,대륜동,여,10세미만,20733,2708,7472
118,20181220,서귀포시,대천동,남,10대,6464,912,4136
119,20181220,서귀포시,대천동,여,70대,2804,99,1943
120,20181220,서귀포시,중문동,여,30대,12044,1466,6098
121,20181220,서귀포시,예래동,여,40대,3741,1479,12997
122,20181220,서귀포시,성산읍,남,20대,9958,1490,14904
123,20181220,서귀포시,남원읍,여,10대,12042,358,4686
124,20181220,서귀포시,영천동,남,20대,4226,1041,4716
125,20181220,서귀포시,대정읍,남,60대,24654,842,6970
126,20181220,서귀포시,남원읍,남,80대이상,5173,260,1317
127,20181220,제주시,삼도1동,남,60대,10499,742,8838
128,20181220,제주시,삼도2동,여,60대,8515,981,6009
129,20181220,제주시,용담1동,여,20대,6984,282,5618
130,20181220,제주시,용담2동,남,30대,11214,5797,19099
131,20181220,제주시,용담2동,여,10세미만,12102,4764,10397
132,20181220,제주시,건입동,남,50대,13066,2621,16501
133,20181220,제주시,화북동,남,10대,50588,13110,16794
134,20181220,제주시,화북동,여,70대,12932,305,3331
135,20181220,제주시,삼양동,남,50대,30898,2370,10935
136,20181220,제주시,삼양동,여,10세미만,38908,919,4673
137,20181220,제주시,건입동,여,10세미만,6771,1669,6417
138,20181220,제주시,봉개동,여,60대,4162,611,4648
139,20181220,제주시,이호동,여,60대,4621,259,2748
140,20181220,제주시,외도동,여,10세미만,15040,468,3982
141,20181220,제주시,외도동,남,50대,16203,1135,9012
142,20181220,제주시,노형동,남,40대,97760,14379,47157
143,20181220,제주시,도두동,남,40대,1958,993,7088
144,20181220,제주시,오라동,여,20대,12860,2330,14175
145,20181220,제주시,오라동,남,10세미만,23252,1296,11731
146,20181220,제주시,아라동,여,20대,49290,15926,19799
147,20181220,제주시,연동,여,60대,51620,5277,22894
148,20181221,서귀포시,남원읍,남,30대,14069,2715,11338
149,20181221,제주시,연동,남,80대이상,5279,367,3679
150,20181221,제주시,연동,여,10대,57787,5160,22133
151,20181221,제주시,노형동,여,50대,94573,12247,35388
152,20181221,제주시,외도동,여,60대,7240,263,4271
153,20181221,제주시,이호동,남,80대이상,604,55,533
154,20181221,제주시,이호동,여,10대,2833,0,2289
155,20181221,제주시,도두동,여,50대,3118,394,6414
156,20181221,서귀포시,대정읍,남,10대,21510,1020,3972
157,20181221,서귀포시,대정읍,여,70대,13984,297,3496
158,20181221,서귀포시,남원읍,여,10세미만,9517,191,4071
159,20181221,서귀포시,서홍동,남,30대,4795,595,5467
160,20181221,서귀포시,안덕면,여,50대,17989,2375,12147
161,20181221,서귀포시,표선면,남,50대,20812,2878,12441
162,20181221,서귀포시,송산동,여,60대,2563,80,1788
163,20181221,서귀포시,정방동,남,40대,3677,722,7718
164,20181221,서귀포시,중앙동,남,50대,4185,1163,10245
165,20181221,서귀포시,천지동,남,10세미만,492,156,1755
166,20181221,서귀포시,천지동,여,40대,1274,265,3440
167,20181221,서귀포시,효돈동,여,20대,2245,354,1941
168,20181221,서귀포시,영천동,여,30대,2878,1130,4560
169,20181221,서귀포시,동홍동,남,40대,31475,3220,16670
170,20181221,제주시,오라동,남,40대,22015,4867,31212
171,20181221,서귀포시,성산읍,여,30대,13647,1221,11994
172,20181221,제주시,아라동,남,40대,60930,12264,29378
173,20181221,제주시,애월읍,여,50대,58152,7791,31107
174,20181221,제주시,봉개동,남,80대이상,642,108,960
175,20181221,제주시,한림읍,남,70대,13694,548,3829
176,20181221,서귀포시,대륜동,여,60대,16401,860,9081
177,20181221,제주시,구좌읍,여,50대,21918,2928,9899
178,20181221,제주시,조천읍,여,20대,14102,1310,13021
179,20181221,제주시,한경면,여,30대,8015,716,3914
180,20181221,제주시,추자면,여,30대,915,0,878
181,20181221,제주시,우도면,여,30대,1382,178,760
182,20181221,제주시,일도1동,남,50대,2969,685,5978
183,20181221,제주시,일도1동,여,10세미만,708,116,2773
184,20181221,제주시,일도2동,남,10대,44396,2517,13705
185,20181221,제주시,일도2동,여,70대,21036,602,6307
186,20181221,제주시,이도1동,남,80대이상,2097,105,2182
187,20181221,제주시,이도1동,여,10대,8766,907,8385
188,20181221,제주시,이도2동,남,40대,88962,18755,50431
189,20181221,제주시,삼도1동,남,10대,11385,313,7584
190,20181221,제주시,삼도1동,여,70대,10693,678,5484
191,20181221,제주시,삼도2동,남,80대이상,1381,68,1480
192,20181221,제주시,삼도2동,여,10대,3912,1361,5884
193,20181221,제주시,용담1동,남,40대,10861,783,8237
194,20181221,제주시,용담2동,여,40대,19720,4607,19232
195,20181221,제주시,건입동,여,60대,10061,678,6210
196,20181221,제주시,화북동,여,20대,24843,2984,10654
197,20181221,제주시,삼양동,여,40대,43760,2716,7953
198,20181221,제주시,봉개동,여,10대,3508,150,3023
199,20181221,서귀포시,대천동,여,20대,5702,430,7911
200,20181221,서귀포시,중문동,남,50대,15987,1635,9955
201,20181221,서귀포시,중문동,여,10세미만,7764,1338,3407
202,20181221,서귀포시,예래동,남,60대,4167,677,6428
203,20181222,제주시,외도동,남,60대,5404,416,4023
204,20181222,제주시,이호동,남,30대,4735,605,5370
205,20181222,제주시,이호동,여,10세미만,2813,0,2393
206,20181222,제주시,도두동,남,70대,386,27,1923
207,20181222,서귀포시,대정읍,여,20대,7835,631,6709
208,20181222,서귀포시,남원읍,여,40대,23392,1710,16382
209,20181222,서귀포시,성산읍,남,50대,33040,2941,18900
210,20181222,서귀포시,성산읍,여,10세미만,10702,373,6620
211,20181222,서귀포시,안덕면,남,70대,7141,911,3969
212,20181222,서귀포시,표선면,여,60대,14116,584,6778
213,20181222,서귀포시,송산동,남,80대이상,872,4,321
214,20181222,서귀포시,송산동,여,10대,1241,0,1440
215,20181222,서귀포시,정방동,여,50대,3352,1333,6283
216,20181222,서귀포시,중앙동,여,60대,4204,736,5366
217,20181222,서귀포시,천지동,남,60대,767,50,1905
218,20181222,서귀포시,효돈동,남,40대,7094,635,4325
219,20181222,서귀포시,영천동,여,10세미만,3332,864,3128
220,20181222,서귀포시,동홍동,여,50대,31767,2818,12798
221,20181222,서귀포시,서홍동,남,10세미만,8895,409,3384
222,20181222,서귀포시,서홍동,여,40대,11912,614,5265
223,20181222,서귀포시,대륜동,남,80대이상,2939,133,1071
224,20181222,서귀포시,대륜동,여,10대,15101,825,9172
225,20181222,서귀포시,대천동,남,40대,11505,1049,13232
226,20181222,서귀포시,중문동,여,60대,9461,379,4860
227,20181222,서귀포시,예래동,남,10대,2282,241,6038
228,20181222,서귀포시,예래동,여,70대,2399,99,3236
229,20181222,제주시,노형동,남,70대,15306,616,8442
230,20181222,제주시,연동,여,10세미만,48037,2564,21024
231,20181222,서귀포시,영천동,남,50대,7459,1302,13443
232,20181222,제주시,오라동,여,50대,21078,2157,23622
233,20181222,제주시,연동,남,30대,65564,8036,45683
234,20181222,제주시,한림읍,남,20대,15971,1920,14752
235,20181222,제주시,한림읍,여,80대이상,11444,446,2478
236,20181222,제주시,애월읍,남,70대,18948,1066,9314
237,20181222,제주시,구좌읍,남,70대,10388,337,2201
238,20181222,제주시,한경면,남,50대,13332,1339,7605
239,20181222,제주시,한경면,여,10세미만,4191,173,2029
240,20181222,제주시,추자면,남,50대,4012,214,5708
241,20181222,제주시,우도면,남,50대,3558,207,3385
242,20181222,제주시,우도면,여,10세미만,646,95,655
243,20181222,제주시,일도1동,여,60대,2336,491,4638
244,20181222,제주시,일도2동,여,20대,30867,1664,14502
245,20181222,제주시,이도1동,남,30대,8455,1479,11738
246,20181222,제주시,조천읍,남,40대,33033,5243,27994
247,20181222,제주시,이도2동,여,50대,97228,9181,38523
248,20181222,제주시,아라동,여,50대,52842,4313,21955
249,20181222,제주시,이도1동,여,10세미만,7394,463,10086
250,20181222,제주시,봉개동,여,10세미만,5400,46,3311
251,20181222,제주시,봉개동,남,30대,3701,774,8589
252,20181222,제주시,화북동,남,40대,46212,3421,20820
253,20181222,제주시,건입동,여,10대,9548,394,8468
254,20181222,제주시,삼양동,남,60대,18951,538,6110
255,20181222,제주시,용담2동,남,60대,12527,1939,12061
256,20181222,제주시,용담1동,여,50대,11898,761,8603
257,20181222,제주시,삼도2동,남,30대,4999,995,9292
258,20181222,제주시,삼도1동,여,20대,9589,823,7993
259,20181222,제주시,건입동,남,80대이상,1953,141,1287
260,20181223,제주시,건입동,남,30대,9484,1256,14342
261,20181223,제주시,아라동,남,70대,11771,586,4393
262,20181223,제주시,화북동,여,50대,50598,2275,13498
263,20181223,제주시,삼양동,남,10대,40625,719,7786
264,20181223,제주시,용담2동,여,70대,7611,351,4425
265,20181223,제주시,삼양동,여,70대,7977,358,2395
266,20181223,제주시,봉개동,여,40대,5880,814,8405
267,20181223,제주시,오라동,남,70대,7941,607,7087
268,20181223,제주시,이호동,여,40대,6732,344,5913
269,20181223,제주시,노형동,남,20대,60386,6188,36791
270,20181223,제주시,노형동,여,80대이상,17021,933,5926
271,20181223,제주시,외도동,남,10대,20725,223,7787
272,20181223,제주시,외도동,여,70대,3386,176,2068
273,20181223,제주시,도두동,남,20대,1318,217,5112
274,20181223,제주시,도두동,여,80대이상,606,109,1024
275,20181223,제주시,용담2동,남,10대,15820,1486,11471
276,20181223,서귀포시,대정읍,남,40대,33675,2677,14235
277,20181223,제주시,연동,여,40대,100980,9235,42860
278,20181223,제주시,용담1동,남,70대,6345,355,3186
279,20181223,제주시,조천읍,여,50대,34792,3152,20543
280,20181223,제주시,삼도2동,남,10세미만,4535,222,5460
281,20181223,서귀포시,남원읍,남,60대,19746,1192,9539
282,20181223,제주시,한림읍,여,30대,22172,1583,17750
283,20181223,제주시,애월읍,남,20대,29295,3248,34466
284,20181223,제주시,애월읍,여,80대이상,20028,871,6315
285,20181223,제주시,구좌읍,남,20대,10509,1177,16459
286,20181223,제주시,구좌읍,여,80대이상,9548,347,1836
287,20181223,제주시,한경면,여,60대,10821,536,3144
288,20181223,제주시,추자면,여,60대,2783,0,1443
289,20181223,제주시,우도면,여,60대,1304,0,688
290,20181223,제주시,일도1동,남,80대이상,662,49,546
291,20181223,제주시,일도1동,여,10대,1440,132,5227
292,20181223,제주시,일도2동,남,40대,54434,2657,23357
293,20181223,제주시,일도2동,여,80대이상,13034,252,4551
294,20181223,제주시,이도1동,여,40대,11364,2064,14082
295,20181223,제주시,이도2동,남,70대,22466,1284,9789
296,20181223,제주시,삼도1동,남,40대,18487,1010,12949
297,20181223,제주시,삼도1동,여,80대이상,5490,407,3278
298,20181223,제주시,삼도2동,여,40대,9471,2489,12568
299,20181223,서귀포시,성산읍,여,60대,18053,715,6673
300,20181223,서귀포시,안덕면,남,20대,13312,2442,13548
301,20181223,서귀포시,예래동,여,20대,5710,2141,15619
302,20181223,서귀포시,예래동,남,10세미만,2534,170,6209
303,20181223,서귀포시,중문동,남,80대이상,1986,10,906
304,20181223,서귀포시,대천동,여,50대,10363,995,7628
305,20181223,서귀포시,대륜동,남,30대,24755,2073,15869
306,20181223,서귀포시,서홍동,남,60대,5094,330,4767
307,20181223,서귀포시,동홍동,남,70대,9751,140,3476
308,20181223,서귀포시,영천동,여,60대,4859,491,4570
309,20181223,서귀포시,효돈동,여,50대,8817,402,3400
310,20181223,서귀포시,중문동,여,10대,9726,418,5005
311,20181223,서귀포시,천지동,남,10대,795,47,1610
312,20181223,서귀포시,중앙동,여,10대,2245,205,6699
313,20181223,서귀포시,중앙동,남,80대이상,677,169,1113
314,20181223,서귀포시,정방동,남,70대,2212,81,1048
315,20181223,서귀포시,송산동,남,30대,1503,258,3202
316,20181223,서귀포시,표선면,여,10대,5877,218,6341
317,20181223,서귀포시,표선면,남,80대이상,2685,118,749
318,20181223,서귀포시,안덕면,여,80대이상,7445,286,3164
319,20181223,서귀포시,천지동,여,70대,740,0,656
320,20181224,서귀포시,송산동,여,40대,2732,469,3485
321,20181224,서귀포시,송산동,남,10세미만,1810,61,970
322,20181224,서귀포시,표선면,여,10세미만,6093,538,5459
323,20181224,서귀포시,표선면,남,30대,10649,1393,10467
324,20181224,서귀포시,안덕면,여,30대,15694,3105,24545
325,20181224,서귀포시,성산읍,여,10대,11863,350,7182
326,20181224,제주시,도두동,여,30대,1252,335,4274
327,20181224,서귀포시,남원읍,여,70대,9938,693,4234
328,20181224,서귀포시,남원읍,남,10대,14585,473,7783
329,20181224,서귀포시,대정읍,여,50대,30534,1726,8911
330,20181224,제주시,이호동,남,60대,5533,157,3580
331,20181224,제주시,외도동,여,20대,8262,609,6255
332,20181224,서귀포시,정방동,남,20대,1129,353,8238
333,20181224,서귀포시,성산읍,남,80대이상,3512,149,948
334,20181224,서귀포시,정방동,여,80대이상,1276,177,1357
335,20181224,서귀포시,서홍동,여,70대,3420,533,1743
336,20181224,서귀포시,중앙동,여,10세미만,1329,397,8032
337,20181224,서귀포시,천지동,여,20대,322,143,3410
338,20181224,서귀포시,효돈동,남,70대,3438,32,1297
339,20181224,서귀포시,영천동,남,80대이상,1372,35,1019
340,20181224,서귀포시,영천동,여,10대,4287,2011,3413
341,20181224,서귀포시,동홍동,남,20대,11124,1689,11361
342,20181224,서귀포시,동홍동,여,80대이상,6696,369,4371
343,20181224,서귀포시,서홍동,남,10대,8174,463,5449
344,20181224,제주시,외도동,남,10세미만,15901,209,5168
345,20181224,서귀포시,대륜동,남,10세미만,16313,81,8003
346,20181224,서귀포시,대륜동,여,40대,28122,2827,17510
347,20181224,서귀포시,대천동,남,70대,3476,230,2416
348,20181224,서귀포시,중문동,남,30대,11385,1562,11192
349,20181224,서귀포시,예래동,남,40대,5091,3228,21614
350,20181224,서귀포시,중앙동,남,30대,1643,1374,7593
351,20181224,제주시,노형동,여,30대,74301,10681,34306
352,20181224,제주시,오라동,남,20대,10793,2174,20421
353,20181224,제주시,오라동,여,80대이상,6620,666,4324
354,20181224,제주시,한림읍,남,50대,43350,5963,22067
355,20181224,제주시,애월읍,여,30대,47912,4468,38019
356,20181224,제주시,구좌읍,여,30대,16197,1779,16235
357,20181224,제주시,조천읍,남,70대,13792,1136,5241
358,20181224,제주시,한경면,남,80대이상,2993,49,833
359,20181224,제주시,한경면,여,10대,4467,804,1556
360,20181224,제주시,추자면,남,80대이상,1002,0,328
361,20181224,제주시,연동,남,60대,46506,3793,24442
362,20181224,제주시,우도면,남,80대이상,985,53,41
363,20181224,제주시,우도면,여,10대,440,82,708
364,20181224,제주시,일도1동,남,30대,1659,458,4261
365,20181224,제주시,일도2동,여,30대,36303,2354,16503
366,20181224,제주시,이도1동,남,60대,7646,1454,9756
367,20181224,제주시,이도2동,남,20대,66060,11691,52943
368,20181224,제주시,이도2동,여,80대이상,17480,715,8544
369,20181224,제주시,추자면,여,10대,436,218,599
370,20181224,제주시,삼도2동,남,60대,6018,643,8254
371,20181224,제주시,삼도1동,여,30대,10638,1586,7464
372,20181224,제주시,아라동,여,80대이상,10035,664,4677
373,20181224,제주시,아라동,남,20대,51633,10358,22525
374,20181224,제주시,삼양동,여,20대,17949,1472,7467
375,20181224,제주시,삼양동,남,10세미만,48880,989,6890
376,20181224,제주시,화북동,남,70대,8881,740,4488
377,20181224,제주시,봉개동,남,60대,4380,688,7144
378,20181224,제주시,건입동,남,10세미만,6117,369,5528
379,20181224,제주시,용담2동,여,20대,10665,8017,25461
380,20181224,제주시,용담2동,남,10세미만,11132,4256,8258
381,20181224,제주시,용담1동,여,80대이상,4526,229,2232
382,20181224,제주시,용담1동,남,20대,6009,378,6417
383,20181224,제주시,건입동,여,40대,11988,1236,12138
384,20181225,제주시,추자면,남,30대,1185,310,3621
385,20181225,제주시,일도2동,남,50대,59143,2331,23236
386,20181225,제주시,일도1동,여,40대,2445,735,6434
387,20181225,제주시,일도1동,남,10세미만,1084,41,4096
388,20181225,제주시,우도면,남,30대,1016,135,2979
389,20181225,제주시,추자면,여,10세미만,387,195,267
390,20181225,제주시,한경면,남,30대,6890,724,5755
391,20181225,제주시,한림읍,여,60대,28519,757,8960
392,20181225,제주시,조천읍,남,20대,16396,2184,19807
393,20181225,제주시,구좌읍,여,10세미만,10257,648,6839
394,20181225,제주시,구좌읍,남,50대,31034,2827,16344
395,20181225,제주시,애월읍,여,10세미만,36693,917,22086
396,20181225,제주시,애월읍,남,50대,70455,8843,49561
397,20181225,제주시,이도1동,남,10대,10240,733,12179
398,20181225,제주시,조천읍,여,80대이상,13711,254,3934
399,20181225,제주시,이도1동,여,70대,6546,1461,6064
400,20181225,제주시,이도2동,여,30대,80137,6585,30022
401,20181225,서귀포시,성산읍,남,30대,17769,1684,21307
402,20181225,서귀포시,안덕면,남,50대,25506,4151,19110
403,20181225,서귀포시,안덕면,여,10세미만,10656,393,10843
404,20181225,서귀포시,표선면,남,10세미만,6814,384,5494
405,20181225,서귀포시,표선면,여,40대,15175,1186,13967
406,20181225,서귀포시,송산동,남,60대,2832,137,2588
407,20181225,서귀포시,정방동,여,30대,2382,768,7115
408,20181225,서귀포시,중앙동,여,40대,3452,879,8178
409,20181225,서귀포시,천지동,남,40대,1918,129,4057
410,20181225,서귀포시,효돈동,남,20대,2467,323,3078
411,20181225,서귀포시,영천동,남,30대,3432,747,7545
412,20181225,서귀포시,동홍동,여,30대,23612,1707,10016
413,20181225,서귀포시,서홍동,여,20대,4363,187,3895
414,20181225,서귀포시,대륜동,남,60대,14414,1076,8728
415,20181225,서귀포시,대천동,남,20대,4559,1028,10214
416,20181225,서귀포시,대천동,여,80대이상,2166,91,1746
417,20181225,서귀포시,중문동,남,10세미만,9707,674,4645
418,20181225,서귀포시,중문동,여,40대,18029,1344,11057
419,20181225,서귀포시,예래동,여,50대,4533,1915,10304
420,20181225,서귀포시,남원읍,여,20대,6602,319,14197
421,20181225,서귀포시,대정읍,남,70대,17629,310,3698
422,20181225,서귀포시,효돈동,여,80대이상,2673,0,861
423,20181225,제주시,도두동,남,50대,2530,763,7735
424,20181225,제주시,도두동,여,10세미만,932,37,2269
425,20181225,제주시,삼도1동,남,50대,19084,1309,13321
426,20181225,제주시,삼도2동,남,10대,6225,298,8761
427,20181225,제주시,삼도2동,여,70대,4128,312,3562
428,20181225,제주시,용담1동,여,30대,7283,602,4882
429,20181225,제주시,용담2동,남,40대,19566,4443,24172
430,20181225,제주시,화북동,남,20대,25428,2246,13159
431,20181225,제주시,화북동,여,80대이상,9274,167,2378
432,20181225,제주시,삼양동,남,40대,43691,1527,11593
433,20181225,제주시,봉개동,남,10대,4214,274,3747
434,20181225,제주시,건입동,남,60대,9022,1000,9933
435,20181225,제주시,아라동,여,30대,63544,2738,19138
436,20181225,제주시,오라동,여,30대,20534,1416,16299
437,20181225,제주시,연동,남,10대,60805,5460,28041
438,20181225,제주시,연동,여,70대,27048,563,9219
439,20181225,제주시,노형동,남,50대,104945,6174,43093
440,20181225,제주시,노형동,여,10세미만,65903,4688,24586
441,20181225,제주시,외도동,남,40대,22180,1680,15677
442,20181225,제주시,이호동,남,10대,4728,19,2930
443,20181225,제주시,봉개동,여,70대,1635,122,2685
444,20181225,제주시,이호동,여,70대,1901,122,693
445,20181226,제주시,연동,여,20대,66251,13836,43462
446,20181226,서귀포시,성산읍,남,10세미만,9598,442,7071
447,20181226,서귀포시,남원읍,남,40대,29243,3811,18673
448,20181226,서귀포시,대정읍,여,80대이상,11410,308,1849
449,20181226,서귀포시,대정읍,남,20대,13779,1327,8177
450,20181226,제주시,노형동,여,60대,47044,3261,18388
451,20181226,제주시,이호동,여,20대,3261,616,4355
452,20181226,제주시,이호동,남,10세미만,3802,20,2053
453,20181226,제주시,외도동,여,50대,14711,1172,7477
454,20181226,서귀포시,성산읍,여,40대,20192,1725,15153
455,20181226,제주시,도두동,여,60대,1564,45,2356
456,20181226,서귀포시,안덕면,여,60대,14410,1390,9289
457,20181226,서귀포시,동홍동,남,50대,34045,2763,17410
458,20181226,서귀포시,송산동,남,10대,2489,24,1344
459,20181226,서귀포시,송산동,여,70대,2068,46,859
460,20181226,서귀포시,정방동,남,50대,3800,1128,8072
461,20181226,서귀포시,정방동,여,10세미만,1566,179,4168
462,20181226,서귀포시,중앙동,남,60대,2256,343,6172
463,20181226,서귀포시,천지동,여,50대,1364,207,3453
464,20181226,서귀포시,효돈동,여,30대,4000,788,2650
465,20181226,서귀포시,영천동,남,10세미만,2045,835,3288
466,20181226,서귀포시,영천동,여,40대,5849,1760,6944
467,20181226,서귀포시,동홍동,여,10세미만,22614,2108,8119
468,20181226,제주시,오라동,남,50대,19133,4772,30789
469,20181226,서귀포시,표선면,남,60대,15827,1226,5853
470,20181226,제주시,아라동,여,10세미만,59990,19951,15000
471,20181226,제주시,조천읍,여,30대,26128,2481,16901
472,20181226,제주시,봉개동,여,20대,3117,637,4478
473,20181226,제주시,한림읍,남,80대이상,5842,312,1453
474,20181226,제주시,한림읍,여,10대,17087,1972,5889
475,20181226,제주시,애월읍,여,60대,35674,2143,17019
476,20181226,제주시,구좌읍,여,60대,15978,552,5961
